method,trial,bin,n_bin,coverage,mean_width
cqr,463,2,40171,0.9067984366831794,2.080283179653382
cqr,463,3,40175,0.875718730553827,2.5304547498478285
cqr,463,4,39746,0.8669803250641575,3.085643139590426
abs,464,0,39762,0.9990694633066747,2.306239626459768
abs,464,1,40146,0.9906590943057839,2.306239626459768
abs,464,2,40171,0.9379403051952901,2.3062396264597687
abs,464,3,40175,0.841468574984443,2.306239626459768
abs,464,4,39746,0.7326020228450661,2.306239626459768
norm,464,0,39762,0.928348674613953,0.879772586611631
norm,464,1,40146,0.883226224281373,1.358846157504837
norm,464,2,40171,0.9072465211222026,2.13613593083241
norm,464,3,40175,0.8964281269446173,2.7309712120872316
norm,464,4,39746,0.8855733910330599,3.484547464021545
cqr,464,0,39762,0.9272672400784668,0.9162440078289585
cqr,464,1,40146,0.8929158571215065,1.410241170065486
cqr,464,2,40171,0.9002265315775062,2.0433162477011138
cqr,464,3,40175,0.8697697573117611,2.4934878178955606
cqr,464,4,39746,0.8623509283953102,3.048676207638158
abs,465,0,39762,0.9988934158241537,2.1758375112076793
abs,465,1,40146,0.9860010959996015,2.1758375112076793
abs,465,2,40171,0.9218092653904558,2.1758375112076793
abs,465,3,40175,0.81607965152458,2.1758375112076793
abs,465,4,39746,0.7059326724701857,2.1758375112076793
norm,465,0,39762,0.9106433278004125,0.8249439642826506
norm,465,1,40146,0.8608080506152543,1.2741610196557895
norm,465,2,40171,0.8884020811032834,2.003009038749925
norm,465,3,40175,0.8731549471064095,2.5607733774905186
norm,465,4,39746,0.8628792834499069,3.267385734047589
cqr,465,0,39762,0.9272672400784668,0.9161740465875013
cqr,465,1,40146,0.8928909480396553,1.410171208824029
cqr,465,2,40171,0.9002265315775062,2.043246286459657
cqr,465,3,40175,0.8697697573117611,2.4934178566541036
cqr,465,4,39746,0.8623509283953102,3.0486062463967016
abs,466,0,39762,0.9989688647452342,2.2390718414378403
abs,466,1,40146,0.988516913266577,2.2390718414378403
abs,466,2,40171,0.9297254238131986,2.2390718414378403
abs,466,3,40175,0.8285998755444929,2.2390718414378403
abs,466,4,39746,0.7184622351934786,2.2390718414378403
norm,466,0,39762,0.9245007796388511,0.8671542582743909
norm,466,1,40146,0.8783689533203806,1.33935661300649
norm,466,2,40171,0.903313335490777,2.1054979398806437
norm,466,3,40175,0.8917485998755444,2.691801667641219
norm,466,4,39746,0.8809943138932219,3.434569589424355
cqr,466,0,39762,0.9499019164025955,0.9905612672421654
cqr,466,1,40146,0.9112987595277238,1.484558429478693
cqr,466,2,40171,0.912125662791566,2.117633507114321
cqr,466,3,40175,0.8812943372744244,2.5678050773087673
cqr,466,4,39746,0.8712574850299402,3.1229934670513657
abs,467,0,39762,0.9990946129470348,2.366373915476064
abs,467,1,40146,0.992004184725751,2.366373915476064
abs,467,2,40171,0.9449602947399866,2.366373915476064
abs,467,3,40175,0.8516241443683883,2.366373915476064
abs,467,4,39746,0.7456851003874604,2.366373915476064
norm,467,0,39762,0.9357678185201952,0.9073983081685526
norm,467,1,40146,0.8929905843670602,1.40151525876713
norm,467,2,40171,0.9162579970625576,2.203212692862689
norm,467,3,40175,0.9074051026757934,2.81672638499579
norm,467,4,39746,0.8963417702410306,3.593965669882773
cqr,467,0,39762,0.9603138675116946,1.0384663905123048
cqr,467,1,40146,0.9226573008518906,1.5324635527488324
cqr,467,2,40171,0.9191705459162082,2.1655386303844604
cqr,467,3,40175,0.8883883011823274,2.615710200578907
cqr,467,4,39746,0.876792633220953,3.1708985903215043
abs,468,0,39762,0.9989688647452342,2.225376052114428
abs,468,1,40146,0.9880436407114034,2.225376052114428
abs,468,2,40171,0.9283313833362375,2.225376052114428
abs,468,3,40175,0.8258369632856254,2.2253760521144286
abs,468,4,39746,0.7158456196849997,2.225376052114428
norm,468,0,39762,0.9193451033650218,0.8510360398861359
norm,468,1,40146,0.8716684103023963,1.314461339550586
norm,468,2,40171,0.8982101516019019,2.0663620245723906
norm,468,3,40175,0.8848786558805227,2.6417678394925237
norm,468,4,39746,0.8743772958285111,3.3707295722835013
cqr,468,0,39762,0.9245762285599316,0.9084492370405788
cqr,468,1,40146,0.8912967668011758,1.4024463992771063
cqr,468,2,40171,0.8990814269000025,2.035521476912734
cqr,468,3,40175,0.8684505289359055,2.4856930471071808
cqr,468,4,39746,0.8613696975796307,3.0408814368497783
abs,469,0,39762,0.998943715104874,2.203378319874012
abs,469,1,40146,0.9870970956010562,2.203378319874012
abs,469,2,40171,0.9254686216424785,2.203378319874012
abs,469,3,40175,0.8216552582451774,2.203378319874012
abs,469,4,39746,0.711316862074171,2.2033783198740124
norm,469,0,39762,0.9229918012172426,0.8618267683251525
norm,469,1,40146,0.876052408708215,1.331128078318282
norm,469,2,40171,0.9017699335341416,2.0925625030701527
norm,469,3,40175,0.889607965152458,2.6752641874952543
norm,469,4,39746,0.8789815327328536,3.413468805114041
cqr,469,0,39762,0.9227654544540013,0.903606145676027
cqr,469,1,40146,0.8900014945449111,1.3976033079125547
cqr,469,2,40171,0.8984093002414677,2.0306783855481823
cqr,469,3,40175,0.8676042314872433,2.4808499557426287
cqr,469,4,39746,0.8608161827605294,3.036038345485226
abs,470,0,39762,0.9990443136663145,2.2713611523291743
abs,470,1,40146,0.9895132765406267,2.271361152329174
abs,470,2,40171,0.9339822259839188,2.2713611523291743
abs,470,3,40175,0.8353453640323585,2.2713611523291743
abs,470,4,39746,0.7252553716097218,2.271361152329175
norm,470,0,39762,0.932925909159499,0.8953148779227914
norm,470,1,40146,0.888656404124944,1.3828518871085873
norm,470,2,40171,0.9124492793308606,2.173873463715882
norm,470,3,40175,0.9028500311138767,2.7792172597438514
norm,470,4,39746,0.8921904090977708,3.5461063857219495
cqr,470,0,39762,0.9186157637945778,0.8915583071684797
cqr,470,1,40146,0.8866138594131421,1.3855554694050074
cqr,470,2,40171,0.8959448358268403,2.0186305470406354
cqr,470,3,40175,0.8657622899813316,2.468802117235082
cqr,470,4,39746,0.8593065968902531,3.0239905069776793
abs,471,0,39762,0.9990946129470348,2.3487232716759014
abs,471,1,40146,0.9916554575798336,2.3487232716759014
abs,471,2,40171,0.9430434890841652,2.3487232716759014
abs,471,3,40175,0.8489607965152458,2.348723271675901
abs,471,4,39746,0.7424143310018618,2.3487232716759014
norm,471,0,39762,0.9334289019667019,0.8983300603213281
norm,471,1,40146,0.8897524037263986,1.3875089644928775
norm,471,2,40171,0.9132707674690698,2.1811944913968353
norm,471,3,40175,0.9040696950840075,2.7885769243377547
norm,471,4,39746,0.8933477582649827,3.5580487289368565
cqr,471,0,39762,0.9551833408782254,1.0142480445319788
cqr,471,1,40146,0.916853484780551,1.5082452067685064
cqr,471,2,40171,0.9158596997834259,2.141320284404134
cqr,471,3,40175,0.884903546981954,2.5914918545985812
cqr,471,4,39746,0.8741005384189604,3.1466802443411783
abs,472,0,39762,0.9989688647452342,2.220720283593022
abs,472,1,40146,0.9878692771384446,2.220720283593022
abs,472,2,40171,0.9277837245774315,2.220720283593022
abs,472,3,40175,0.825065339141257,2.220720283593022
abs,472,4,39746,0.7146631107532834,2.220720283593022
norm,472,0,39762,0.9272420904381067,0.8758324891381583
norm,472,1,40146,0.8818313156977033,1.3527605094709017
norm,472,2,40171,0.9059769485449702,2.126569158791373
norm,472,3,40175,0.8950093341630367,2.718740445936272
norm,472,4,39746,0.8844663613948573,3.4689417758378913
cqr,472,0,39762,0.9443689955233641,0.9711209173302306
cqr,472,1,40146,0.9073382155133761,1.4651180795667584
cqr,472,2,40171,0.9091384331980782,2.098193157202386
cqr,472,3,40175,0.8784567517112633,2.5483647273968324
cqr,472,4,39746,0.8693201831630856,3.10355311713943
abs,473,0,39762,0.998943715104874,2.2066621091114587
abs,473,1,40146,0.9872963682558661,2.2066621091114587
abs,473,2,40171,0.925966493241393,2.2066621091114587
abs,473,3,40175,0.8224019912881145,2.2066621091114587
abs,473,4,39746,0.7120968147738137,2.2066621091114587
norm,473,0,39762,0.9210552789095116,0.8555642168624672
norm,473,1,40146,0.8733622278682808,1.3214553013748436
norm,473,2,40171,0.8998282342983744,2.0773566857922448
norm,473,3,40175,0.8867703795892968,2.65582410943522
norm,473,4,39746,0.8762139586373472,3.3886644884648374
cqr,473,0,39762,0.9405713998289824,0.9584052459041613
cqr,473,1,40146,0.9039505803816071,1.452402408140689
cqr,473,2,40171,0.9072963082820941,2.0854774857763165
cqr,473,3,40175,0.8766397013067828,2.535649055970763
cqr,473,4,39746,0.8677099582347909,3.0908374457133605
abs,474,0,39762,0.9985161712187516,2.0791791899775514
abs,474,1,40146,0.9820405519852539,2.0791791899775514
abs,474,2,40171,0.9075950312414428,2.0791791899775514
abs,474,3,40175,0.7964156813939017,2.0791791899775514
abs,474,4,39746,0.6833643637095557,2.0791791899775514
norm,474,0,39762,0.9150696645037976,0.838511732509404
norm,474,1,40146,0.8661136850495691,1.2951170144223991
norm,474,2,40171,0.8937044136317244,2.0359523216521556
norm,474,3,40175,0.8793777224642191,2.6028901528974937
norm,474,4,39746,0.8687415085794797,3.3211240899436856
cqr,474,0,39762,0.9166540918464866,0.8870005690381868
cqr,474,1,40146,0.8854431325661336,1.3809977312747141
cqr,474,2,40171,0.8950984541086854,2.014072808910342
cqr,474,3,40175,0.8647666459240821,2.4642443791047888
cqr,474,4,39746,0.858677602777638,3.0194327688473868
abs,475,0,39762,0.9990443136663145,2.2794461824010672
abs,475,1,40146,0.9897125491954366,2.2794461824010672
abs,475,2,40171,0.9349530756018023,2.2794461824010672
abs,475,3,40175,0.8369632856253889,2.2794461824010672
abs,475,4,39746,0.7267397977154934,2.2794461824010672
norm,475,0,39762,0.9246768271213721,0.8675653312913919
norm,475,1,40146,0.8784685896477856,1.339991532755191
norm,475,2,40171,0.9034129098105599,2.1064960476361865
norm,475,3,40175,0.8918730553827007,2.6930777116923528
norm,475,4,39746,0.8811452724802495,3.436197741358976
cqr,475,0,39762,0.9273678386399075,0.9166116409170332
cqr,475,1,40146,0.8930154934489115,1.4106088031535609
cqr,475,2,40171,0.9003012123173434,2.0436838807891884
cqr,475,3,40175,0.8698444306160548,2.493855450983635
cqr,475,4,39746,0.8624264076888241,3.0490438407262324
abs,476,0,39762,0.9989940143855943,2.2515568771329164
abs,476,1,40146,0.9888158222487919,2.2515568771329164
abs,476,2,40171,0.9312937193497797,2.2515568771329164
abs,476,3,40175,0.8314872433105165,2.2515568771329164
abs,476,4,39746,0.721104010466462,2.2515568771329164
norm,476,0,39762,0.9241989839545295,0.8662740149021685
norm,476,1,40146,0.8780451352563144,1.337997039700597
norm,476,2,40171,0.9030892932712653,2.1033606608566138
norm,476,3,40175,0.8913503422526446,2.689069235026526
norm,476,4,39746,0.8808181955416897,3.4310831773025443
cqr,476,0,39762,0.9112217695286957,0.8734229238096276
cqr,476,1,40146,0.8816320430428934,1.3674200860461552
cqr,476,2,40171,0.8927833511737323,2.000495163681783
cqr,476,3,40175,0.8626757934038581,2.4506667338762296
cqr,476,4,39746,0.8566648216172696,3.005855123618827
abs,477,0,39762,0.9990694633066747,2.3204044048017
abs,477,1,40146,0.9910327305335526,2.3204044048017
abs,477,2,40171,0.9397326429513828,2.3204044048017
abs,477,3,40175,0.8439079029247044,2.3204044048017
abs,477,4,39746,0.7361243898757107,2.3204044048017
norm,477,0,39762,0.9313666314571701,0.8908858410565124
norm,477,1,40146,0.8870871319683157,1.376011051398566
norm,477,2,40171,0.9107565158945508,2.1631195201024784
norm,477,3,40175,0.9009085252022402,2.765468738406461
norm,477,4,39746,0.8904795451114578,3.5285641374008345
cqr,477,0,39762,0.9422815753734721,0.9638681651673955
cqr,477,1,40146,0.9053205798834255,1.457865327403923
cqr,477,2,40171,0.9081675835801947,2.0909404050395506
cqr,477,3,40175,0.8775606720597386,2.5411119752339975
cqr,477,4,39746,0.8684395914054245,3.0963003649765946
abs,478,0,39762,0.9991700618681153,2.4172866866671017
abs,478,1,40146,0.9931001843272057,2.417286686667102
abs,478,2,40171,0.9493913519703269,2.4172866866671017
abs,478,3,40175,0.8600373366521469,2.4172866866671017
abs,478,4,39746,0.7555980476022744,2.4172866866671017
norm,478,0,39762,0.9191439062421407,0.8508023584352644
norm,478,1,40146,0.8715438648931401,1.3141004086163548
norm,478,2,40171,0.8980607901222275,2.06579463323607
norm,478,3,40175,0.8847790914747977,2.6410424505399237
norm,478,4,39746,0.8743018165349973,3.3698040216134597
cqr,478,0,39762,0.9609677581610583,1.0406308430744504
cqr,478,1,40146,0.9231305734070642,1.5346280053109782
cqr,478,2,40171,0.919469268875557,2.167703082946606
cqr,478,3,40175,0.8887118855009334,2.6178746531410524
cqr,478,4,39746,0.8769435918079806,3.17306304288365
abs,479,0,39762,0.9988934158241537,2.192527016185605
abs,479,1,40146,0.9867234593732875,2.192527016185605
abs,479,2,40171,0.9240745811655174,2.192527016185605
abs,479,3,40175,0.8194150591163659,2.192527016185605
abs,479,4,39746,0.7091782820912796,2.192527016185605
norm,479,0,39762,0.927292389718827,0.876101759001598
norm,479,1,40146,0.8820305883525134,1.3531764082211415
norm,479,2,40171,0.9060765228647532,2.1272229607387594
norm,479,3,40175,0.8951088985687616,2.719576307676598
norm,479,4,39746,0.8845418406883712,3.4700082828353422
cqr,479,0,39762,0.9293546602283588,0.9229109288483688
cqr,479,1,40146,0.8947591291784985,1.4169080910848966
cqr,479,2,40171,0.901446316994847,2.0499831687205243
cqr,479,3,40175,0.8708649657747355,2.5001547389149708
cqr,479,4,39746,0.8632063603884668,3.0553431286575687
abs,480,0,39762,0.9990694633066747,2.290568725983408
abs,480,1,40146,0.9900612763413541,2.290568725983408
abs,480,2,40171,0.9361230738592518,2.290568725983408
abs,480,3,40175,0.8389296826384568,2.290568725983408
abs,480,4,39746,0.7294318925174861,2.290568725983408
norm,480,0,39762,0.9254564659725366,0.8704587996194015
norm,480,1,40146,0.8795645892492403,1.3444606175837155
norm,480,2,40171,0.9042841851086605,2.1135215469007096
norm,480,3,40175,0.892843808338519,2.702059554076546
norm,480,4,39746,0.882579379057012,3.447658007202703
cqr,480,0,39762,0.9432121120667974,0.9674470782580239
cqr,480,1,40146,0.9064165794848802,1.4614442404945518
cqr,480,2,40171,0.9085160936994349,2.0945193181301796
cqr,480,3,40175,0.8781829495955196,2.544690888324626
cqr,480,4,39746,0.8689176269310119,3.0998792780672235
abs,481,0,39762,0.9989688647452342,2.2158800560377827
abs,481,1,40146,0.987595277238081,2.2158800560377827
abs,481,2,40171,0.9271862786587339,2.215880056037783
abs,481,3,40175,0.8240696950840075,2.2158800560377827
abs,481,4,39746,0.7137825189956222,2.2158800560377827
norm,481,0,39762,0.9201750414969065,0.8531637526658663
norm,481,1,40146,0.8724405918397848,1.3177476823839611
norm,481,2,40171,0.8988573846804909,2.0715282275076037
norm,481,3,40175,0.8857249533291848,2.648372639911929
norm,481,4,39746,0.8752830473506767,3.3791568821174334
cqr,481,0,39762,0.9394145163724159,0.954132364113658
cqr,481,1,40146,0.9027798535345987,1.4481295263501857
cqr,481,2,40171,0.9068482238430708,2.0812046039858134
cqr,481,3,40175,0.8758929682638457,2.53137617418026
cqr,481,4,39746,0.8671061238866804,3.0865645639228574
abs,482,0,39762,0.9990694633066747,2.3037769240851196
abs,482,1,40146,0.9906092761420814,2.3037769240851196
abs,482,2,40171,0.9377411565557243,2.3037769240851196
abs,482,3,40175,0.8410205351586808,2.3037769240851196
abs,482,4,39746,0.7317717506164142,2.3037769240851196
norm,482,0,39762,0.9171319350133293,0.84527631284847
norm,482,1,40146,0.8692771384446769,1.305565196305714
norm,482,2,40171,0.8962933459460805,2.0523770924840528
norm,482,3,40175,0.8826384567517113,2.6238886182383956
norm,482,4,39746,0.8718864791425552,3.34791681072673
cqr,482,0,39762,0.9319199235450933,0.9305195637543474
cqr,482,1,40146,0.8967269466447467,1.4245167259908749
cqr,482,2,40171,0.9026909959921336,2.0575918036265026
cqr,482,3,40175,0.8721593030491599,2.5077633738209495
cqr,482,4,39746,0.8641875912041463,3.0629517635635466
abs,483,0,39762,0.9990694633066747,2.3302989929231575
abs,483,1,40146,0.9912569122702137,2.330298992923157
abs,483,2,40171,0.9410271091085609,2.330298992923157
abs,483,3,40175,0.845525824517735,2.330298992923157
abs,483,4,39746,0.7381874905650883,2.330298992923157
norm,483,0,39762,0.9341330918967858,0.9012971527236064
norm,483,1,40146,0.8909978578189608,1.3920917648337316
norm,483,2,40171,0.9144158721465734,2.188398753938156
norm,483,3,40175,0.9050404480398258,2.797787308995718
norm,483,4,39746,0.8943038293161576,3.569800600344554
cqr,483,0,39762,0.9657461898294855,1.065291212806451
cqr,483,1,40146,0.927315299158073,1.5592883750429785
cqr,483,2,40171,0.9227054342685022,2.192363452678606
cqr,483,3,40175,0.892221530802738,2.642535022873053
cqr,483,4,39746,0.8801640416645701,3.1977234126156504
abs,484,0,39762,0.9990946129470348,2.3656569194009807
abs,484,1,40146,0.992004184725751,2.3656569194009807
abs,484,2,40171,0.9449354011600408,2.3656569194009807
abs,484,3,40175,0.8514996888612321,2.3656569194009807
abs,484,4,39746,0.7455341418004328,2.3656569194009807
norm,484,0,39762,0.925884009858659,0.8719188124078402
norm,484,1,40146,0.8801374981318189,1.3467156693978655
norm,484,2,40171,0.9046575888078464,2.1170665377589386
norm,484,3,40175,0.8934163036714374,2.7065916944900845
norm,484,4,39746,0.8831832134051225,3.4534407332580668
cqr,484,0,39762,0.9551833408782254,1.0141207110543675
cqr,484,1,40146,0.9168036666168485,1.5081178732908953
cqr,484,2,40171,0.9157850190435887,2.141192950926523
cqr,484,3,40175,0.8848537647790915,2.5913645211209695
cqr,484,4,39746,0.8740753786544558,3.146552910863567
abs,485,0,39762,0.9990694633066747,2.3006190204614425
abs,485,1,40146,0.9905345488965277,2.3006190204614425
abs,485,2,40171,0.9372930721167011,2.300619020461443
abs,485,3,40175,0.8405973864343497,2.300619020461443
abs,485,4,39746,0.7313188748553313,2.3006190204614425
norm,485,0,39762,0.9337809969317439,0.9002521939519383
norm,485,1,40146,0.8904747671000847,1.3904777815916523
norm,485,2,40171,0.9139428941276045,2.185861536920522
norm,485,3,40175,0.9047168637212196,2.7945435703674955
norm,485,4,39746,0.8940019121421023,3.5656617939152166
cqr,485,0,39762,0.9533725667722952,1.0059990370816674
cqr,485,1,40146,0.9151596672146665,1.4999961993181952
cqr,485,2,40171,0.9147643822658137,2.1330712769538227
cqr,485,3,40175,0.8835345364032359,2.5832428471482696
cqr,485,4,39746,0.8733709052483268,3.1384312368908667
abs,486,0,39762,0.9990694633066747,2.325821173578883
abs,486,1,40146,0.9911323668609575,2.325821173578883
