method,trial,bin,n_bin,coverage,mean_width
norm,272,3,40175,0.9025762289981332,2.7766954823216317
norm,272,4,39746,0.891863332159211,3.5428887563736318
cqr,272,0,39762,0.9516875408681655,0.9985694018325301
cqr,272,1,40146,0.9134409405669307,1.4925665640690577
cqr,272,2,40171,0.9136939583281471,2.1256416417046853
cqr,272,3,40175,0.8824393279402614,2.575813211899132
cqr,272,4,39746,0.8723393549036381,3.1310016016417297
abs,273,0,39762,0.9989688647452342,2.226874392838883
abs,273,1,40146,0.9880685497932546,2.226874392838883
abs,273,2,40171,0.9285554255557492,2.226874392838883
abs,273,3,40175,0.8260112009956441,2.226874392838883
abs,273,4,39746,0.7160468978010366,2.2268743928388828
norm,273,0,39762,0.9287510688597153,0.881794112391719
norm,273,1,40146,0.884048223982464,1.3619684900034537
norm,273,2,40171,0.9078439670409002,2.1410443059280486
norm,273,3,40175,0.8971748599875544,2.7372463890976624
norm,273,4,39746,0.8868313792582901,3.492554195121896
cqr,273,0,39762,0.9381318847140486,0.9499538790117608
cqr,273,1,40146,0.9015094903601854,1.4439510412482883
cqr,273,2,40171,0.9061760971845361,2.077026118883916
cqr,273,3,40175,0.8753453640323584,2.527197689078363
cqr,273,4,39746,0.8664519700095608,3.08238607882096
abs,274,0,39762,0.9989940143855943,2.2485034367125967
abs,274,1,40146,0.9886912768395357,2.2485034367125967
abs,274,2,40171,0.9308207413308108,2.248503436712597
abs,274,3,40175,0.8308898568761668,2.2485034367125967
abs,274,4,39746,0.7204750163538469,2.2485034367125962
norm,274,0,39762,0.9393390674513354,0.9254736095130967
norm,274,1,40146,0.899417127484681,1.429433330040949
norm,274,2,40171,0.9220084140300217,2.247100512567793
norm,274,3,40175,0.9134038581207219,2.872835348122124
norm,274,4,39746,0.9027071906606954,3.6655571770745734
cqr,274,0,39762,0.955812081887229,1.0172302116603156
cqr,274,1,40146,0.917575848154237,1.5112273738968431
cqr,274,2,40171,0.9162331034826119,2.144302451532471
cqr,274,3,40175,0.8852520224019913,2.5944740217269175
cqr,274,4,39746,0.8744779348865295,3.149662411469515
abs,275,0,39762,0.9991952115084755,2.4368922145293963
abs,275,1,40146,0.9934240023912718,2.4368922145293963
abs,275,2,40171,0.9514326255258769,2.4368922145293963
abs,275,3,40175,0.8635718730553827,2.4368922145293963
abs,275,4,39746,0.7595229708649927,2.4368922145293963
norm,275,0,39762,0.9303857954831246,0.8872973265130544
norm,275,1,40146,0.885791859712051,1.3704684381451702
norm,275,2,40171,0.9095616240571557,2.154406410633907
norm,275,3,40175,0.8994399502177971,2.7543293484533313
norm,275,4,39746,0.889322195944246,3.514350976588254
cqr,275,0,39762,0.960037221467733,1.0361760781950395
cqr,275,1,40146,0.9220096647237583,1.530173240431567
cqr,275,2,40171,0.9188967165368052,2.1632483180671946
cqr,275,3,40175,0.8879651524579962,2.613419888261641
cqr,275,4,39746,0.8765661953404116,3.168608278004239
abs,276,0,39762,0.9987425179819929,2.141992609458356
abs,276,1,40146,0.9845812783340806,2.141992609458356
abs,276,2,40171,0.917154165940604,2.141992609458356
abs,276,3,40175,0.8095830740510268,2.141992609458356
abs,276,4,39746,0.6981331454737584,2.141992609458356
norm,276,0,39762,0.9308384890096072,0.8884722356544
norm,276,1,40146,0.8861904050216709,1.3722831352571632
norm,276,2,40171,0.9101092828159618,2.1572591542525257
norm,276,3,40175,0.8999875544492844,2.757976476234604
norm,276,4,39746,0.8896241131183013,3.519004482200084
cqr,276,0,39762,0.941024093355465,0.9599580380104411
cqr,276,1,40146,0.904349125691227,1.4539552002469687
cqr,276,2,40171,0.9075203505016056,2.087030277882597
cqr,276,3,40175,0.8768637212196639,2.5372018480770433
cqr,276,4,39746,0.8678609168218185,3.092390237819641
abs,277,0,39762,0.9990946129470348,2.3714427529984867
abs,277,1,40146,0.9921287301350072,2.3714427529984867
abs,277,2,40171,0.9454332727589555,2.3714427529984867
abs,277,3,40175,0.8523957685127567,2.3714427529984867
abs,277,4,39746,0.7465908519096262,2.3714427529984867
norm,277,0,39762,0.9327247120366179,0.8947605047097533
norm,277,1,40146,0.8883824042245803,1.381995634115684
norm,277,2,40171,0.9122750242712404,2.172527415251219
norm,277,3,40175,0.9026509023024268,2.777496386294736
norm,277,4,39746,0.8919639712172294,3.543910659459264
cqr,277,0,39762,0.9652431970222826,1.0624305971999815
cqr,277,1,40146,0.926792208439197,1.556427759436509
cqr,277,2,40171,0.922157775509696,2.1895028370721366
cqr,277,3,40175,0.8918979464841319,2.6396744072665834
cqr,277,4,39746,0.8796860061389825,3.1948627970091805
abs,278,0,39762,0.9989940143855943,2.260169530828626
abs,278,1,40146,0.9891147312310068,2.260169530828626
abs,278,2,40171,0.932289462547609,2.260169530828626
abs,278,3,40175,0.8332545115121344,2.260169530828626
abs,278,4,39746,0.722890353746289,2.260169530828626
norm,278,0,39762,0.935214526432272,0.9051522318015576
norm,278,1,40146,0.8924425845663329,1.398046098341811
norm,278,2,40171,0.9154365089243484,2.1977590966675513
norm,278,3,40175,0.9065090230242688,2.809754162865026
norm,278,4,39746,0.8955114980123786,3.5850695530592707
cqr,278,0,39762,0.9480911422966651,0.9841755156899525
cqr,278,1,40146,0.9096547601255418,1.4781726779264803
cqr,278,2,40171,0.9111548131736825,2.111247755562108
cqr,278,3,40175,0.8803733665214686,2.5614193257565545
cqr,278,4,39746,0.8708046092688573,3.1166077154991525
abs,279,0,39762,0.999295810069916,2.476329667722041
abs,279,1,40146,0.9941214566831067,2.476329667722041
abs,279,2,40171,0.9550919817778994,2.476329667722041
abs,279,3,40175,0.8699191039203484,2.476329667722041
abs,279,4,39746,0.766693503748805,2.4763296677220406
norm,279,0,39762,0.9298073537548414,0.8855845134770923
norm,279,1,40146,0.8850944054202162,1.3678229256026557
norm,279,2,40171,0.909063752458241,2.1502476069560066
norm,279,3,40175,0.898593652769135,2.749012470928293
norm,279,4,39746,0.8886932018316308,3.5075669753456244
cqr,279,0,39762,0.9596599768623308,1.03437541339422
cqr,279,1,40146,0.9216858466596921,1.5283725756307474
cqr,279,2,40171,0.9185730999975107,2.161447653266375
cqr,279,3,40175,0.8877411325451151,2.611619223460822
cqr,279,4,39746,0.8763397574598701,3.16680761320342
abs,280,0,39762,0.9991449122277551,2.408305685532114
abs,280,1,40146,0.9928760025905445,2.408305685532114
abs,280,2,40171,0.9485947574120634,2.408305685532114
abs,280,3,40175,0.858593652769135,2.408305685532114
abs,280,4,39746,0.7535349469128969,2.408305685532114
norm,280,0,39762,0.9365977566520799,0.9121951532168141
norm,280,1,40146,0.8942609475414737,1.4089241898490592
norm,280,2,40171,0.9178760797590302,2.2148596948472488
norm,280,3,40175,0.908923459863099,2.8316166486105034
norm,280,4,39746,0.8980023146983345,3.6129647095239137
cqr,280,0,39762,0.9689150445148634,1.0854521350575812
cqr,280,1,40146,0.9307278433716933,1.5794492972941088
cqr,280,2,40171,0.9254437280625327,2.2125243749297367
cqr,280,3,40175,0.8948102053515868,2.662695945124183
cqr,280,4,39746,0.8826800181150305,3.2178843348667807
abs,281,0,39762,0.9989940143855943,2.246766078418111
abs,281,1,40146,0.9886165495939819,2.246766078418111
abs,281,2,40171,0.9306713798511363,2.246766078418111
abs,281,3,40175,0.8306160547604231,2.246766078418111
abs,281,4,39746,0.7200724601217733,2.246766078418111
norm,281,0,39762,0.9212816256727528,0.8561157200860756
norm,281,1,40146,0.8737358640960494,1.3223071215470747
norm,281,2,40171,0.900052276517886,2.0786957657656924
norm,281,3,40175,0.8870441817050404,2.657536073924644
norm,281,4,39746,0.8763649172243748,3.3908488474554095
cqr,281,0,39762,0.9272672400784668,0.9161167600075942
cqr,281,1,40146,0.8928909480396553,1.4101139222441217
cqr,281,2,40171,0.9002265315775062,2.04318899987975
cqr,281,3,40175,0.8697697573117611,2.4933605700741963
cqr,281,4,39746,0.8623509283953102,3.048548959816794
abs,282,0,39762,0.9990694633066747,2.2908091718573114
abs,282,1,40146,0.9900612763413541,2.290809171857311
abs,282,2,40171,0.9361728610191432,2.2908091718573114
abs,282,3,40175,0.838954573739888,2.2908091718573114
abs,282,4,39746,0.7294570522819906,2.2908091718573114
norm,282,0,39762,0.9357678185201952,0.9071260146655783
norm,282,1,40146,0.8928909480396553,1.4010946898771
norm,282,2,40171,0.916208209902666,2.2025515493532333
norm,282,3,40175,0.9073802115743622,2.815881137338409
norm,282,4,39746,0.8962662909475168,3.59288718704562
cqr,282,0,39762,0.9419546300487903,0.9626274634790318
cqr,282,1,40146,0.9049967618193593,1.4566246257155595
cqr,282,2,40171,0.9079186477807374,2.0896997033511875
cqr,282,3,40175,0.87738643434972,2.5398712735456335
cqr,282,4,39746,0.8682383132893876,3.0950596632882315
abs,283,0,39762,0.9993461093506363,2.5076013063831217
abs,283,1,40146,0.9945947292382803,2.5076013063831217
abs,283,2,40171,0.95783027557193,2.5076013063831217
abs,283,3,40175,0.8741008089607966,2.5076013063831217
abs,283,4,39746,0.7726815277009007,2.5076013063831217
norm,283,0,39762,0.9428097178210352,0.9411341360151343
norm,283,1,40146,0.9041000348727146,1.4536216789229657
norm,283,2,40171,0.9264892584202534,2.2851251269577424
norm,283,3,40175,0.9181580584940884,2.921448418924787
norm,283,4,39746,0.9077139837971117,3.7275843972202796
cqr,283,0,39762,0.9697449826467481,1.091959076235393
cqr,283,1,40146,0.931823842973148,1.5859562384719206
cqr,283,2,40171,0.9262652162007419,2.219031316107549
cqr,283,3,40175,0.8957560672059739,2.669202886301995
cqr,283,4,39746,0.8835857696371962,3.2243912760445923
abs,284,0,39762,0.998943715104874,2.201427729978988
abs,284,1,40146,0.9869974592736511,2.201427729978988
abs,284,2,40171,0.9251947922630753,2.201427729978988
abs,284,3,40175,0.8210827629122589,2.201427729978988
abs,284,4,39746,0.7110904241936296,2.201427729978988
norm,284,0,39762,0.9322468688697751,0.8934389738130688
norm,284,1,40146,0.8880087679968116,1.3799544734699543
norm,284,2,40171,0.9115780040327599,2.1693186659959314
norm,284,3,40175,0.9022028624766646,2.77339411840227
norm,284,4,39746,0.8916620540431741,3.5386764236979493
cqr,284,0,39762,0.9481162919370253,0.9843505245280663
cqr,284,1,40146,0.9096547601255418,1.4783476867645942
cqr,284,2,40171,0.9111797067536282,2.111422764400222
cqr,284,3,40175,0.880423148724331,2.561594334594668
cqr,284,4,39746,0.8708297690333618,3.1167827243372663
abs,285,0,39762,0.9991700618681153,2.4182395314865923
abs,285,1,40146,0.993125093409057,2.4182395314865923
abs,285,2,40171,0.9494411391302183,2.4182395314865923
abs,285,3,40175,0.8602115743621656,2.4182395314865923
abs,285,4,39746,0.7557490061893021,2.4182395314865923
norm,285,0,39762,0.9358684170816357,0.9083417957393126
norm,285,1,40146,0.8932645842674239,1.4029725154260564
norm,285,2,40171,0.9165069328620149,2.2055035322578527
norm,285,3,40175,0.9078282514001245,2.8196551388964215
norm,285,4,39746,0.8966688471795904,3.597702575615071
cqr,285,0,39762,0.9434133091896786,0.9681471638742495
cqr,285,1,40146,0.9065411248941364,1.4621443261107774
cqr,285,2,40171,0.9086405615991636,2.095219403746405
cqr,285,3,40175,0.8782576228998134,2.545390973940852
cqr,285,4,39746,0.8689427866955165,3.1005793636834493
abs,286,0,39762,0.9990443136663145,2.270491546430225
abs,286,1,40146,0.9894883674587754,2.270491546430225
abs,286,2,40171,0.9338826516641359,2.270491546430225
abs,286,3,40175,0.8351462352209085,2.270491546430225
abs,286,4,39746,0.7249786142001711,2.2704915464302244
norm,286,0,39762,0.9401187063024998,0.9285348419359423
norm,286,1,40146,0.9003636725950281,1.4341615336452846
norm,286,2,40171,0.9228299021682308,2.2545333522249758
norm,286,3,40175,0.9145488487865588,2.8823379602147527
norm,286,4,39746,0.9037639007698888,3.6776819123051747
cqr,286,0,39762,0.929757054474121,0.9243994779245183
cqr,286,1,40146,0.8950082199970109,1.4183966401610462
cqr,286,2,40171,0.9017201463742501,2.0514717177966735
cqr,286,3,40175,0.8712134411947728,2.5016432879911203
cqr,286,4,39746,0.8634579580335128,3.0568316777337174
abs,287,0,39762,0.998943715104874,2.2037169713954166
abs,287,1,40146,0.9871718228466099,2.2037169713954166
abs,287,2,40171,0.9255433023823156,2.2037169713954166
abs,287,3,40175,0.8217548226509023,2.2037169713954166
abs,287,4,39746,0.7113420218386756,2.2037169713954166
norm,287,0,39762,0.914616970977315,0.8371230499122561
norm,287,1,40146,0.8654162307577342,1.2929721351208106
norm,287,2,40171,0.8929576062333524,2.0325805243974653
norm,287,3,40175,0.8786558805227132,2.598579434135336
norm,287,4,39746,0.8683137925829014,3.315623883986076
cqr,287,0,39762,0.9226145566118404,0.9024277865673849
cqr,287,1,40146,0.88957804015344,1.3964249488039127
cqr,287,2,40171,0.8981354708620647,2.0295000264395404
cqr,287,3,40175,0.8674051026757934,2.479671596633987
cqr,287,4,39746,0.8606903839380063,3.0348599863765844
abs,288,0,39762,0.9991700618681153,2.4156054399969094
abs,288,1,40146,0.9930503661635032,2.4156054399969094
abs,288,2,40171,0.9492419904906525,2.41560543999691
abs,288,3,40175,0.859738643434972,2.4156054399969094
abs,288,4,39746,0.75524581089921,2.4156054399969094
norm,288,0,39762,0.9293043609476385,0.8837662074036917
norm,288,1,40146,0.8846958601105963,1.3650144745795068
norm,288,2,40171,0.9085658808593263,2.1458326604166955
norm,288,3,40175,0.8977722464219041,2.7433681241768846
norm,288,4,39746,0.8877371307804559,3.5003651439709
cqr,288,0,39762,0.9687641466727026,1.084051189322315
cqr,288,1,40146,0.9305783888805859,1.5780483515588428
cqr,288,2,40171,0.9251947922630753,2.2111234291944704
cqr,288,3,40175,0.8947355320472931,2.661294999388917
cqr,288,4,39746,0.8826296985860212,3.2164833891315148
abs,289,0,39762,0.998943715104874,2.1993234811682245
abs,289,1,40146,0.9869476411099487,2.1993234811682245
abs,289,2,40171,0.9249707500435638,2.1993234811682245
abs,289,3,40175,0.8207342874922215,2.1993234811682245
abs,289,4,39746,0.7106123886680421,2.199323481168224
norm,289,0,39762,0.9221115638046375,0.8586397764546927
norm,289,1,40146,0.8745827728789917,1.3262056339013075
norm,289,2,40171,0.900799083916258,2.08482431259984
norm,289,3,40175,0.8881393901680149,2.665371195620043
norm,289,4,39746,0.8774467870980728,3.400845969839259
cqr,289,0,39762,0.9300839997988029,0.9254143656351242
cqr,289,1,40146,0.8952573108155233,1.4194115278716517
cqr,289,2,40171,0.901919295013816,2.0524866055072795
cqr,289,3,40175,0.8714125700062227,2.5026581757017263
cqr,289,4,39746,0.8636089166205404,3.057846565444324
abs,290,0,39762,0.9990946129470348,2.345789140233197
abs,290,1,40146,0.9916056394161311,2.3457891402331965
abs,290,2,40171,0.9426451918050335,2.3457891402331965
abs,290,3,40175,0.848462974486621,2.3457891402331965
abs,290,4,39746,0.7416846978312283,2.3457891402331965
norm,290,0,39762,0.9241738343141693,0.8659587018479519
norm,290,1,40146,0.8779953170926119,1.3375100252849925
norm,290,2,40171,0.9029150382116452,2.102595063525187
norm,290,3,40175,0.8912258867454885,2.6880904469999782
norm,290,4,39746,0.8805917576611483,3.4298343053552207
cqr,290,0,39762,0.937327096222524,0.9482114572906679
cqr,290,1,40146,0.9012105813779704,1.4422086195271955
cqr,290,2,40171,0.9058275870652959,2.0752836971628237
cqr,290,3,40175,0.8750964530180461,2.52545526735727
cqr,290,4,39746,0.8662003723645146,3.0806436570998676
abs,291,0,39762,0.9989688647452342,2.2293100989620234
abs,291,1,40146,0.9882180042843621,2.2293100989620234
abs,291,2,40171,0.9287794677752608,2.2293100989620234
abs,291,3,40175,0.8263596764156814,2.2293100989620234
abs,291,4,39746,0.7164997735621195,2.2293100989620234
norm,291,0,39762,0.929757054474121,0.8854343249530028
norm,291,1,40146,0.885069496338365,1.367590953042967
norm,291,2,40171,0.9090388588782953,2.1498829410098415
norm,291,3,40175,0.8985438705662726,2.7485462589299696
norm,291,4,39746,0.888617722538117,3.5069721181646836
cqr,291,0,39762,0.9562647754137116,1.0192946446092583
cqr,291,1,40146,0.9179245753001545,1.513291806845786
cqr,291,2,40171,0.9164820392820692,2.1463668844814134
cqr,291,3,40175,0.8856253889234599,2.59653845467586
cqr,291,4,39746,0.8748050118250893,3.1517268444184574
abs,292,0,39762,0.9988934158241537,2.1724151185386447
abs,292,1,40146,0.9858267324266428,2.1724151185386447
abs,292,2,40171,0.9213362873714869,2.1724151185386447
abs,292,3,40175,0.8154075917859366,2.1724151185386447
abs,292,4,39746,0.7052030392995522,2.1724151185386447
norm,292,0,39762,0.9286253206579146,0.881371945594554
norm,292,1,40146,0.8838738604095053,1.361316435439713
norm,292,2,40171,0.9077194991411714,2.1400192618678537
norm,292,3,40175,0.8970752955818295,2.735935907971855
norm,292,4,39746,0.8865043023197303,3.490882103646392
cqr,292,0,39762,0.9542025049041799,1.0101380912163174
cqr,292,1,40146,0.9159567578339063,1.5041352534528452
cqr,292,2,40171,0.9153618281845112,2.137210331088473
cqr,292,3,40175,0.8841319228375856,2.5873819012829196
cqr,292,4,39746,0.873622502893373,3.142570291025517
abs,293,0,39762,0.998943715104874,2.1999329919961963
abs,293,1,40146,0.9869476411099487,2.1999329919961963
abs,293,2,40171,0.9249956436235095,2.1999329919961963
abs,293,3,40175,0.8208089607965152,2.1999329919961963
abs,293,4,39746,0.7107885070195743,2.1999329919961967
norm,293,0,39762,0.9237965897087672,0.865032536439762
norm,293,1,40146,0.8775718627011408,1.336079523442488
norm,293,2,40171,0.9027158895720794,2.100346283287616
norm,293,3,40175,0.8908774113254512,2.685215464185227
norm,293,4,39746,0.8800885623710563,3.426166008145823
cqr,293,0,39762,0.944016900558322,0.9696673164144486
cqr,293,1,40146,0.9069894883674587,1.4636644786509763
cqr,293,2,40171,0.9089641781384581,2.096739556286604
cqr,293,3,40175,0.8784069695084007,2.5469111264810507
cqr,293,4,39746,0.8691189050470488,3.102099516223648
abs,294,0,39762,0.998767667622353,2.145733680859408
abs,294,1,40146,0.9848054600707418,2.145733680859408
abs,294,2,40171,0.9179507604988674,2.145733680859408
abs,294,3,40175,0.8102053515868077,2.145733680859408
abs,294,4,39746,0.6991898555829518,2.145733680859408
norm,294,0,39762,0.9148936170212766,0.8379611387032806
norm,294,1,40146,0.8658895033129079,1.294266598884131
norm,294,2,40171,0.8934305842523214,2.0346154497940727
norm,294,3,40175,0.8791288114499066,2.601181011402339
norm,294,4,39746,0.8685653902279474,3.3189433329162106
cqr,294,0,39762,0.9228157537347216,0.9038373517946234
cqr,294,1,40146,0.890101130872316,1.397834514031151
cqr,294,2,40171,0.8984839809813049,2.0309095916667785
cqr,294,3,40175,0.8676291225886745,2.4810811618612254
cqr,294,4,39746,0.860841342525034,3.0362695516038225
abs,295,0,39762,0.9990694633066747,2.313300542354327
abs,295,1,40146,0.9908832760424451,2.313300542354327
abs,295,2,40171,0.938786686913445,2.313300542354327
abs,295,3,40175,0.8426882389545738,2.313300542354327
abs,295,4,39746,0.7341870880088562,2.313300542354327
norm,295,0,39762,0.9343594386600271,0.9021892141816812
norm,295,1,40146,0.8913465849648782,1.3934695916755881
norm,295,2,40171,0.914540340046302,2.190564727920641
norm,295,3,40175,0.9055133789670193,2.8005564270592824
norm,295,4,39746,0.8946057464902128,3.5733338207912806
cqr,295,0,39762,0.9476132991298224,0.9823589539382273
cqr,295,1,40146,0.9092562148159219,1.4763561161747547
cqr,295,2,40171,0.910930770954171,2.1094311938103822
cqr,295,3,40175,0.8801244555071562,2.559602764004829
cqr,295,4,39746,0.8705530116238112,3.1147911537474267
abs,296,0,39762,0.9990694633066747,2.326149397474155
abs,296,1,40146,0.9911323668609575,2.326149397474155
abs,296,2,40171,0.9405043439297005,2.326149397474155
abs,296,3,40175,0.8449533291848165,2.326149397474155
abs,296,4,39746,0.7374326976299502,2.326149397474155
norm,296,0,39762,0.9191439062421407,0.8506562808786853
norm,296,1,40146,0.8714940467294375,1.3138747856207351
norm,296,2,40171,0.898011002962336,2.0654399489437365
norm,296,3,40175,0.8846546359676416,2.640588999718858
norm,296,4,39746,0.8741760177124742,3.369225446891907
cqr,296,0,39762,0.9281223278507117,0.919336653702631
cqr,296,1,40146,0.8935385841677875,1.4133338159391586
cqr,296,2,40171,0.9008737646560951,2.0464088935747866
cqr,296,3,40175,0.8702675793403858,2.496580463769233
cqr,296,4,39746,0.8628038041563931,3.0517688535118306
abs,297,0,39762,0.9990946129470348,2.3782976990975833
abs,297,1,40146,0.9922532755442635,2.3782976990975833
abs,297,2,40171,0.9458564636180329,2.3782976990975833
abs,297,3,40175,0.8536403235843186,2.3782976990975833
abs,297,4,39746,0.7481507573089116,2.3782976990975833
norm,297,0,39762,0.932925909159499,0.8953880206187984
norm,297,1,40146,0.8886813132067952,1.3829648591117287
norm,297,2,40171,0.9124492793308606,2.174051058179948
norm,297,3,40175,0.9028749222153081,2.7794443077335353
norm,297,4,39746,0.8921904090977708,3.5463960846734293
cqr,297,0,39762,0.9288265177807957,0.9213350131989863
cqr,297,1,40146,0.8940367658048124,1.4153321754355142
cqr,297,2,40171,0.901172487615444,2.0484072530711415
cqr,297,3,40175,0.8706409458618544,2.4985788232655883
cqr,297,4,39746,0.863130881094953,3.0537672130081854
abs,298,0,39762,0.9990694633066747,2.335546852796604
abs,298,1,40146,0.99138145767947,2.335546852796604
abs,298,2,40171,0.9416245550272585,2.335546852796604
abs,298,3,40175,0.8464965774735532,2.335546852796604
abs,298,4,39746,0.73967191667086,2.335546852796604
norm,298,0,39762,0.925884009858659,0.8719327404093734
norm,298,1,40146,0.8801624072136701,1.3467371817882865
norm,298,2,40171,0.9046575888078464,2.1171003557079997
norm,298,3,40175,0.8934163036714374,2.7066349294940015
norm,298,4,39746,0.8832083731696271,3.4534958984031956
cqr,298,0,39762,0.9361702127659575,0.9441725214219491
cqr,298,1,40146,0.9000896726946644,1.4381696836584767
cqr,298,2,40171,0.9052799283064897,2.0712447612941047
cqr,298,3,40175,0.8744990665836964,2.521416331488551
cqr,298,4,39746,0.8657726563679364,3.0766047212311487
abs,299,0,39762,0.9990694633066747,2.3166340326310193
abs,299,1,40146,0.99098291236985,2.3166340326310193
abs,299,2,40171,0.9391849841925768,2.3166340326310197
abs,299,3,40175,0.843136278780336,2.3166340326310193
abs,299,4,39746,0.7350173602375082,2.3166340326310193
norm,299,0,39762,0.9360696142045168,0.9094845199309336
norm,299,1,40146,0.8935634932496388,1.4047375015150778
norm,299,2,40171,0.9167558686614722,2.2082781290592304
norm,299,3,40175,0.9081767268201618,2.8232023588464
norm,299,4,39746,0.8969959241181502,3.6022286051192687
cqr,299,0,39762,0.9467582113575775,0.9786538150671503
cqr,299,1,40146,0.9087082150151945,1.4726509773036782
cqr,299,2,40171,0.9104328993552563,2.1057260549393058
cqr,299,3,40175,0.879576851275669,2.555897625133752
cqr,299,4,39746,0.8700246565692145,3.1110860148763493
abs,300,0,39762,0.9990946129470348,2.3537413060388417
abs,300,1,40146,0.9917301848253873,2.3537413060388417
abs,300,2,40171,0.943616041422917,2.3537413060388417
abs,300,3,40175,0.8498817672682016,2.3537413060388412
abs,300,4,39746,0.7433200825240276,2.3537413060388417
norm,300,0,39762,0.9291031638247573,0.8826059722278413
norm,300,1,40146,0.8842724057191252,1.3632224420309835
norm,300,2,40171,0.9081426900002489,2.1430155459884146
norm,300,3,40175,0.8974735532047293,2.7397665470048764
norm,300,4,39746,0.8872087757258592,3.4957697580709484
cqr,300,0,39762,0.9474624012876616,0.9814118954949648
cqr,300,1,40146,0.9091565784885169,1.4754090577314924
cqr,300,2,40171,0.9107565158945508,2.1084841353671204
cqr,300,3,40175,0.8799253266957063,2.558655705561567
cqr,300,4,39746,0.870376893272279,3.1138440953041644
abs,301,0,39762,0.9990694633066747,2.3127716697120286
abs,301,1,40146,0.9908583669605938,2.3127716697120286
abs,301,2,40171,0.9387368997535536,2.3127716697120286
abs,301,3,40175,0.84261356565028,2.3127716697120286
abs,301,4,39746,0.7341619282443517,2.3127716697120286
norm,301,0,39762,0.9208037825059102,0.8549908011231551
norm,301,1,40146,0.873187864295322,1.3205696363906476
norm,301,2,40171,0.8996539792387543,2.075964401032876
norm,301,3,40175,0.8866459240821406,2.654044124584077
norm,301,4,39746,0.8760126805213103,3.3863933397718027
cqr,301,0,39762,0.9402193048639405,0.9573252560584722
cqr,301,1,40146,0.9035520350719872,1.4513224182949997
cqr,301,2,40171,0.9071967339623112,2.0843974959306273
cqr,301,3,40175,0.8762912258867455,2.534569066125074
cqr,301,4,39746,0.8676344789412771,3.0897574558676717
abs,302,0,39762,0.9991700618681153,2.414149653468776
abs,302,1,40146,0.993025457081652,2.414149653468776
abs,302,2,40171,0.9490428418510866,2.414149653468776
abs,302,3,40175,0.8594648413192284,2.414149653468776
abs,302,4,39746,0.7548684144316409,2.4141496534687765
norm,302,0,39762,0.9231929983401237,0.8626227929793799
norm,302,1,40146,0.8763264086085787,1.3323575722342518
norm,302,2,40171,0.9020686564934903,2.0944952944432873
norm,302,3,40175,0.8899813316739266,2.677735190170137
norm,302,4,39746,0.8793086096714134,3.416621649078945
cqr,302,0,39762,0.9405211005482622,0.9580877505100708
cqr,302,1,40146,0.9038011258904997,1.4520849127465985
cqr,302,2,40171,0.9072963082820941,2.0851599903822264
cqr,302,3,40175,0.8764903546981954,2.535331560576673
cqr,302,4,39746,0.8677099582347909,3.0905199503192704
abs,303,0,39762,0.9990443136663145,2.284232559456285
abs,303,1,40146,0.9898869127683954,2.284232559456285
abs,303,2,40171,0.9355505215204999,2.284232559456285
abs,303,3,40175,0.8375357809583074,2.284232559456285
abs,303,4,39746,0.7278719871182006,2.284232559456285
norm,303,0,39762,0.94014385594286,0.9286648476862672
norm,303,1,40146,0.9003885816768794,1.4343623330529627
norm,303,2,40171,0.9228796893281223,2.2548490132932
norm,303,3,40175,0.9145488487865588,2.8827415212792222
norm,303,4,39746,0.9037890605343935,3.678196830835824
cqr,303,0,39762,0.9474121020069413,0.9812430061603227
cqr,303,1,40146,0.9091565784885169,1.4752401683968501
cqr,303,2,40171,0.910731622314605,2.1083152460324777
cqr,303,3,40175,0.8798755444928438,2.558486816226925
cqr,303,4,39746,0.870376893272279,3.113675205969522
abs,304,0,39762,0.9993209597102761,2.4830775479590703
abs,304,1,40146,0.9942958202560653,2.4830775479590703
abs,304,2,40171,0.9556396405367056,2.4830775479590703
abs,304,3,40175,0.870815183571873,2.4830775479590708
abs,304,4,39746,0.7680018115030444,2.4830775479590703
norm,304,0,39762,0.9283738242543131,0.8798957841016232
norm,304,1,40146,0.8834005878543317,1.359036441265024
norm,304,2,40171,0.9072465211222026,2.13643506107239
norm,304,3,40175,0.8964779091474798,2.731353639095858
norm,304,4,39746,0.8856237105620691,3.4850354168264612
cqr,304,0,39762,0.9488959307881897,0.9870474248354273
cqr,304,1,40146,0.9102525780899716,1.481044587071955
cqr,304,2,40171,0.9115282168728684,2.1141196647075824
cqr,304,3,40175,0.8808711885500934,2.564291234902029
cqr,304,4,39746,0.8710310471493987,3.119479624644626
abs,305,0,39762,0.9989688647452342,2.2428691475031783
abs,305,1,40146,0.988516913266577,2.2428691475031783
abs,305,2,40171,0.9302232954121132,2.2428691475031783
abs,305,3,40175,0.8295955196017424,2.2428691475031783
abs,305,4,39746,0.7193176671866351,2.2428691475031783
norm,305,0,39762,0.9194960012071828,0.8514408112891547
norm,305,1,40146,0.8719175011209087,1.3150865261886222
norm,305,2,40171,0.8983346195016305,2.0673448316647236
norm,305,3,40175,0.8850777846919726,2.6430243222085608
norm,305,4,39746,0.8744527751220249,3.3723327651851243
cqr,305,0,39762,0.9181882199084553,0.8905371842117314
cqr,305,1,40146,0.8863398595127784,1.3845343464482587
cqr,305,2,40171,0.895695900027383,2.017609424083887
cqr,305,3,40175,0.8655133789670193,2.4677809942783333
cqr,305,4,39746,0.8591556383032255,3.022969384020931
