method,trial,coverage,mean_width,q_hat,ssc_worst,crossing_rate,sigma_clip_rate
norm,248,0.899005,2.1090134815904995,2.136926061784581,0.883225,,5e-05
cqr,248,0.910305,2.085979446194715,0.08823169907497874,0.8895582831287654,0.0,
abs,249,0.8952,2.2578528599567274,1.1289264299783635,,,
norm,249,0.893595,2.07281090771763,2.1002443505068156,0.8775,,5e-05
cqr,249,0.891905,1.9890250851856541,0.039754518570448205,0.8786341024423169,0.0,
abs,250,0.89677,2.271371051679113,1.1356855258395568,,,
norm,250,0.910995,2.194840672893426,2.223889167286723,0.8951,,5e-05
cqr,250,0.905125,2.056471699479024,0.0734778257171338,0.8861335399845012,0.0,
abs,251,0.88393,2.159649256507784,1.0798246282538926,,,
norm,251,0.890255,2.052336320800787,2.07949878450224,0.87405,,5e-05
cqr,251,0.902485,2.041575177099022,0.06602956452713249,0.8846086543509237,0.0,
abs,252,0.90847,2.3841031113169753,1.192051555658488,,,
norm,252,0.915985,2.2326992276897633,2.262248776228047,0.900725,,5e-05
cqr,252,0.91507,2.114635786329979,0.10255986914261084,0.8924580656450766,0.0,
abs,253,0.890685,2.2181020826534286,1.109051041326714,,,
norm,253,0.912185,2.2027654533677676,2.231918831429396,0.896325,,5e-05
cqr,253,0.91043,2.0868294629040207,0.08865670742963205,0.8896082793790465,0.0,
abs,254,0.884965,2.1682185219947527,1.0841092609973764,,,
norm,254,0.88484,2.020284734182409,2.047022998375588,0.868375,,5e-05
cqr,254,0.89089,1.9846486411402164,0.037566296547729694,0.8781341399395045,0.0,
abs,255,0.876,2.0977722192563872,1.048886109628194,,,
norm,255,0.895225,2.0838175398397665,2.1113966542922475,0.879225,,5e-05
cqr,255,0.903725,2.048757509200405,0.06962073057782425,0.8854835887308452,0.0,
abs,256,0.902465,2.3234614433738425,1.1617307216869206,,,
norm,256,0.90161,2.127655064198596,2.155814363853712,0.88595,,5e-05
cqr,256,0.90343,2.047110542972085,0.06879724746366428,0.8853086018548609,0.0,
abs,257,0.90239,2.322721437532827,1.1613607187664132,,,
norm,257,0.897195,2.0971172098583506,2.124872344098846,0.881125,,5e-05
cqr,257,0.88894,1.974606227159697,0.03254508955746982,0.8765657424306823,0.0,
abs,258,0.89201,2.230196827441688,1.1150984137208437,,,
norm,258,0.897645,2.100411211594055,2.1282099416144784,0.881525,,5e-05
cqr,258,0.89713,2.0144483722663176,0.05246616211078026,0.8814838887083468,0.0,
abs,259,0.914765,2.449235904186816,1.2246179520934084,,,
norm,259,0.91887,2.256513403200762,2.286378129944168,0.903925,,5e-05
cqr,259,0.91891,2.139853113774715,0.11516853286497875,0.8954578406619503,0.0,
abs,260,0.891645,2.226399323124298,1.1131996615621487,,,
norm,260,0.889755,2.0490369826283645,2.0761557799226895,0.873575,,5e-05
cqr,260,0.889775,1.978671880653127,0.03457791630418505,0.8771657874340576,0.0,
abs,261,0.903875,2.3362111231712337,1.1681055615856173,,,
norm,261,0.91107,2.1954285628272023,2.224484837884333,0.89515,,5e-05
cqr,261,0.91315,2.102857888268943,0.096670920112093,0.8912081593880459,0.0,
abs,262,0.909555,2.3948463952553993,1.1974231976276994,,,
norm,262,0.903325,2.1388018481954885,2.167108674409792,0.887425,,5e-05
cqr,262,0.907725,2.0706110380537575,0.08054749500449998,0.8877584181186411,0.0,
abs,263,0.898555,2.287662657983688,1.143831328991844,,,
norm,263,0.90324,2.138183820084766,2.166482466759511,0.887325,,5e-05
cqr,263,0.904065,2.0509513800051153,0.07071766598017915,0.8857085718571107,0.0,
abs,264,0.888375,2.1974673115938566,1.0987336557969285,,,
norm,264,0.892035,2.063484908409215,2.0907949225404723,0.875975,,5e-05
cqr,264,0.896085,2.008945079057729,0.049714515506486257,0.8810339224558158,0.0,
abs,265,0.91055,2.406737769298419,1.20336888464921,,,
norm,265,0.90119,2.124500668489652,2.15261822003649,0.8855,,5e-05
cqr,265,0.90917,2.0793722731169915,0.08492811253611743,0.8886333524985626,0.0,
abs,266,0.90942,2.393054095548381,1.1965270477741907,,,
norm,266,0.906945,2.1639083285243426,2.1925474364673727,0.891275,,5e-05
cqr,266,0.89162,1.987773753856834,0.03912885290603846,0.8785841061920356,0.0,
abs,267,0.88417,2.161473139239154,1.0807365696195768,,,
norm,267,0.90714,2.1653673399748063,2.194025757786868,0.89155,,5e-05
cqr,267,0.90121,2.0345841624317624,0.06253405719350269,0.8840586955978301,0.0,
abs,268,0.90122,2.312660468364108,1.1563302341820545,,,
norm,268,0.91571,2.230260130179156,2.2597773975084947,0.90045,,5e-05
cqr,268,0.90179,2.0376645155551527,0.06407423375519783,0.8843336749743769,0.0,
abs,269,0.878425,2.1160124815780184,1.0580062407890096,,,
norm,269,0.8995,2.112897257697962,2.140861239276151,0.88375,,5e-05
cqr,269,0.8947,2.0024855585502785,0.04648475525276052,0.8803339749518786,0.0,
abs,270,0.88511,2.1694654272547567,1.084732713627378,,,
norm,270,0.886545,2.029952902687297,2.056819124113125,0.87025,,5e-05
cqr,270,0.892215,1.990508815243275,0.040496383599258834,0.8788590855685824,0.0,
abs,271,0.89661,2.270287065992792,1.1351435329963966,,,
norm,271,0.897355,2.0983357483575116,2.1261070098318418,0.8813,,5e-05
cqr,271,0.898375,2.0201388697833833,0.05531141086931314,0.8823588230882684,0.0,
abs,272,0.911645,2.4179374254474926,1.208968712723747,,,
norm,272,0.90547,2.1532481873203353,2.181746209372339,0.889675,,5e-05
cqr,272,0.9067,2.064714648363001,0.07759930015912198,0.8871334649901257,0.0,
abs,273,0.89167,2.2268743928388823,1.1134371964194414,,,
norm,273,0.900905,2.1226565401567368,2.150749684851541,0.8853,,5e-05
cqr,273,0.897505,2.0160991255422314,0.05329153874873738,0.8817838662100342,0.0,
abs,274,0.894115,2.2485034367125967,1.1242517183562986,,,
norm,274,0.915355,2.2278019124522843,2.25728664551855,0.900175,,5e-05
cqr,274,0.90985,2.0833754581907864,0.08692970507301467,0.8892083093767967,0.0,
abs,275,0.91357,2.4368922145293954,1.2184461072646982,,,
norm,275,0.902875,2.13590388812876,2.1641723601345833,0.886875,,5e-05
cqr,275,0.913075,2.102321324725511,0.09640263834037666,0.8911581631377646,0.0,
abs,276,0.881775,2.141992609458356,1.0709963047291777,,,
norm,276,0.903325,2.1387321317492622,2.167038035273448,0.887425,,5e-05
cqr,276,0.899505,2.0261032845409117,0.05829361824807755,0.8831087668424868,0.0,
abs,277,0.90727,2.371442752998488,1.1857213764992434,,,
norm,277,0.905575,2.153869265518965,2.182375507478133,0.889725,,5e-05
cqr,277,0.917135,2.1285758437304523,0.10952989784284761,0.8939329550283729,0.0,
abs,278,0.89545,2.2601695308286263,1.1300847654143125,,,
norm,278,0.909,2.1788842516307616,2.2077215644019432,0.893425,,5e-05
cqr,278,0.903995,2.050320762220424,0.07040235708783327,0.8856835737319702,0.0,
abs,279,0.917165,2.476329667722041,1.2381648338610205,,,
norm,279,0.902225,2.1317808011839072,2.1599947045508854,0.88635,,5e-05
cqr,279,0.91278,2.1005206599246904,0.09550230593996686,0.8909581781366398,0.0,
abs,280,0.91069,2.408305685532113,1.2041528427660575,,,
norm,280,0.91111,2.195837986061303,2.2248996797935416,0.895175,,5e-05
cqr,280,0.920495,2.1515973815880516,0.12104066677164749,0.8965077619178562,0.0,
abs,281,0.893935,2.2467660784181116,1.1233830392090554,,,
norm,281,0.89167,2.0608434631557517,2.088118518026146,0.8756,,5e-05
cqr,281,0.890485,1.9822620065380647,0.03637297924665406,0.8777908343125734,0.0,
abs,282,0.898885,2.2908091718573114,1.1454045859286555,,,
norm,282,0.90968,2.1836355456644667,2.212535741331798,0.8939,,5e-05
cqr,282,0.90008,2.0287727100095028,0.05962833098237286,0.8834087443441742,0.0,
abs,283,0.91985,2.507601306383122,1.2538006531915604,,,
norm,283,0.919835,2.265499962977576,2.2954836259310296,0.904775,,5e-05
cqr,283,0.921415,2.158104322765864,0.12429413736055345,0.8971577131715122,0.0,
abs,284,0.8888,2.201427729978988,1.1007138649894943,,,
norm,284,0.905115,2.150688073717563,2.179152212924877,0.8893,,5e-05
cqr,284,0.90402,2.0504957710585376,0.07048986150689007,0.8856835737319702,0.0,
abs,285,0.91168,2.418239531486592,1.2091197657432966,,,
norm,285,0.910005,2.186562176281858,2.2155011056095093,0.89425,,5e-05
cqr,285,0.90114,2.03429241040472,0.06238818117998168,0.8840086993475489,0.0,
abs,286,0.89665,2.270491546430224,1.1352457732151122,,,
norm,286,0.916305,2.2351709172255965,2.264753178324983,0.90105,,5e-05
cqr,286,0.892215,1.9905447244549885,0.040514338205116074,0.8788590855685824,0.0,
abs,287,0.88909,2.203716971395416,1.1018584856977087,,,
norm,287,0.883965,2.015124269760197,2.041794235728505,0.867625,,5e-05
cqr,287,0.88767,1.9685730330978564,0.029528492526549294,0.8756156711753381,0.0,
abs,288,0.91143,2.4156054399969094,1.2078027199984547,,,
norm,288,0.90159,2.1274037711896363,2.155559745007186,0.88595,,5e-05
cqr,288,0.92036,2.150196435852786,0.1203401939040144,0.8964827637927155,0.0,
abs,289,0.88858,2.199323481168223,1.099661740584112,,,
norm,289,0.89259,2.06691937666354,2.0942748456348963,0.8765,,5e-05
cqr,289,0.89244,1.9915596121655952,0.041021782060419065,0.8789840761942854,0.0,
abs,290,0.90484,2.3457891402331956,1.1728945701165983,,,
norm,290,0.895355,2.0845375084185624,2.112126151582391,0.8794,,5e-05
cqr,290,0.897115,2.0143567038211385,0.052420327888190954,0.8814838887083468,0.0,
abs,291,0.891905,2.229310098962024,1.1146550494810115,,,
norm,291,0.90218,2.131419267070178,2.1596283855697145,0.886325,,5e-05
cqr,291,0.9102,2.085439891139729,0.08796192154748603,0.8895332850036247,0.0,
abs,292,0.88547,2.1724151185386447,1.0862075592693226,,,
norm,292,0.900735,2.121640299403429,2.1497199942546117,0.885175,,5e-05
cqr,292,0.908635,2.076283337746789,0.08338364485101568,0.8883083768717346,0.0,
abs,293,0.888635,2.199932991996197,1.0999664959980984,,,
norm,293,0.894985,2.0823080412069603,2.1098671775976565,0.87905,,5e-05
cqr,293,0.90148,2.0358125629449195,0.06314825745008124,0.884133689973252,0.0,
abs,294,0.88232,2.145733680859408,1.0728668404297041,,,
norm,294,0.884355,2.0171417187638827,2.043838385465777,0.867925,,5e-05
cqr,294,0.88796,1.9699825983250943,0.030233275140168603,0.8758656899267445,0.0,
abs,295,0.901265,2.313300542354327,1.1566502711771638,,,
norm,295,0.90805,2.171751669726386,2.2004945834972127,0.892425,,5e-05
cqr,295,0.903675,2.048504200468698,0.06949407621197051,0.8854585906057045,0.0,
abs,296,0.90276,2.326149397474154,1.163074698737078,,,
norm,296,0.88947,2.04770149024359,2.0748026124312298,0.873225,,5e-05
cqr,296,0.891105,1.9854819002331017,0.03798292609417242,0.8782591305652077,0.0,
abs,297,0.90794,2.3782976990975846,1.1891488495487916,,,
norm,297,0.9058,2.155379823062579,2.183906057098109,0.889925,,5e-05
cqr,297,0.891545,1.987480259729457,0.03898210584235007,0.878559108066895,0.0,
abs,298,0.90379,2.335546852796604,1.167773426398302,,,
norm,298,0.89744,2.0989182259186543,2.1266971964246144,0.8814,,5e-05
cqr,298,0.896345,2.01031776795242,0.05040085995383148,0.881083918706097,0.0,
abs,299,0.90162,2.31663403263102,1.1583170163155099,,,
norm,299,0.91029,2.1893129442274044,2.2182882796906958,0.894525,,5e-05
cqr,299,0.90308,2.0447990615976206,0.0676415067764321,0.8849586281028923,0.0,
abs,300,0.90567,2.3537413060388417,1.1768706530194206,,,
norm,300,0.901215,2.1246108507680432,2.1527298605661955,0.88555,,5e-05
cqr,300,0.903515,2.0475571420254353,0.06902054699033933,0.8853335999800015,0.0,
abs,301,0.90123,2.3127716697120277,1.1563858348560148,,,
norm,301,0.891235,2.058135555992125,2.0853747719849953,0.87515,,5e-05
cqr,301,0.89896,2.0234705025889426,0.05697722727209298,0.8828587855910807,0.0,
abs,302,0.911255,2.414149653468776,1.207074826734388,,,
norm,302,0.89415,2.076507301959104,2.103989666152346,0.878025,,5e-05
cqr,302,0.899145,2.0242329970405417,0.05735847449789233,0.8829587780916431,0.0,
abs,303,0.89812,2.284232559456285,1.1421162797281426,,,
norm,303,0.91633,2.235483867326201,2.265070270288528,0.901075,,5e-05
cqr,303,0.90349,2.0473882526907934,0.06893610232301822,0.8853335999800015,0.0,
abs,304,0.917755,2.48307754795907,1.2415387739795354,,,
norm,304,0.9002,2.1180868805233697,2.146119546234949,0.884675,,5e-05
cqr,304,0.904495,2.053192671365898,0.07183831166057053,0.8859085568582357,0.0,
abs,305,0.893465,2.2428691475031783,1.121434573751589,,,
norm,305,0.88983,2.0495900134071414,2.076716130007909,0.873675,,5e-05
cqr,305,0.884965,1.9566824307422017,0.023583191348722665,0.8735405155386654,0.0,
abs,306,0.912535,2.4261132613474476,1.213056630673724,,,
norm,306,0.901725,2.128550743755942,2.15672189763944,0.886,,5e-05
cqr,306,0.91225,2.097278238025988,0.09388109499061525,0.8905582081343899,0.0,
abs,307,0.90007,2.3024842646591157,1.1512421323295583,,,
norm,307,0.903985,2.1437740017741045,2.1721466339383046,0.88825,,5e-05
cqr,307,0.90879,2.0772320551252768,0.08385800354025985,0.8883833712471565,0.0,
abs,308,0.88061,2.1333001017338327,1.0666500508669166,,,
norm,308,0.89096,2.056639241354678,2.0838586537746098,0.87485,,5e-05
cqr,308,0.890845,1.9843105147706726,0.03739723336295797,0.8781158586894017,0.0,
abs,309,0.88877,2.20129358943052,1.10064679471526,,,
norm,309,0.896085,2.0901794435177514,2.117842757122181,0.880075,,5e-05
cqr,309,0.894545,2.001649860361469,0.04606690615835585,0.880308976826738,0.0,
abs,310,0.897215,2.275680845242512,1.137840422621255,,,
norm,310,0.90655,2.1608400879641514,2.1894385880535854,0.890625,,5e-05
cqr,310,0.887205,1.966580806767631,0.028532379361437155,0.8752406430482286,0.0,
abs,311,0.9155,2.45704942801577,1.2285247140078848,,,
norm,311,0.90374,2.141959164535354,2.1703077775121913,0.88785,,5e-05
cqr,311,0.906685,2.0645869586406342,0.0775354552979387,0.8871084668649851,0.0,
abs,312,0.917755,2.4832205652920583,1.24161028264603,,,
norm,312,0.90611,2.15781563717603,2.186374108965075,0.890175,,5e-05
cqr,312,0.91065,2.087822640433837,0.08915329619454004,0.889708271879609,0.0,
abs,313,0.89938,2.2952729935938887,1.1476364967969437,,,
norm,313,0.887515,2.0353741926895084,2.0623121643403883,0.8712,,5e-05
cqr,313,0.8875,1.9677579319370144,0.029120941946128687,0.8754406580493537,0.0,
abs,314,0.880515,2.132503243874607,1.066251621937303,,,
norm,314,0.899785,2.115246791615811,2.143241869037849,0.8841,,5e-05
cqr,314,0.907605,2.0698260720176713,0.08015501198645725,0.8876834237432193,0.0,
abs,315,0.891865,2.2288873085293517,1.114443654264676,,,
norm,315,0.88172,2.000712175418228,2.0271913987750745,0.86545,,5e-05
cqr,315,0.88698,1.9654932384629287,0.027988595209085754,0.8749906242968223,0.0,
abs,316,0.89144,2.2243797117836834,1.112189855891842,,,
norm,316,0.887955,2.038387603119414,2.065365456952659,0.8716,,5e-05
cqr,316,0.887855,1.9694940071291058,0.029988979542174304,0.8757156786759007,0.0,
abs,317,0.90899,2.3887215061217404,1.1943607530608704,,,
norm,317,0.89544,2.0851379645726356,2.112734554712953,0.879475,,5e-05
cqr,317,0.908195,2.0735335997212636,0.0820087758382532,0.8881083918706097,0.0,
abs,318,0.908535,2.384453466814733,1.1922267334073662,,,
norm,318,0.91662,2.23799563634036,2.267615282311634,0.90145,,5e-05
cqr,318,0.909295,2.080023651018488,0.08525380148686534,0.888733344999125,0.0,
abs,319,0.89653,2.269534482857194,1.1347672414285965,,,
norm,319,0.879895,1.99028820752814,2.016629470723891,0.86365,,5e-05
cqr,319,0.889535,1.9775782583999557,0.03403110517759944,0.8770407780583543,0.0,
abs,320,0.906865,2.3668091278053702,1.1834045639026858,,,
norm,320,0.90624,2.158741932108073,2.1873126633168893,0.8902,,5e-05
cqr,320,0.912275,2.09736790876877,0.0939259303620067,0.8905832062595306,0.0,
abs,321,0.911255,2.414153449007559,1.20707672450378,,,
norm,321,0.90959,2.1830480287713847,2.2119404487120384,0.89385,,5e-05
cqr,321,0.910305,2.086056792014835,0.08827037198503929,0.8895582831287654,0.0,
abs,322,0.889365,2.2057575949384565,1.1028787974692282,,,
norm,322,0.88256,2.006376764068817,2.0329309576837287,0.866225,,5e-05
cqr,322,0.886455,1.963091525643976,0.026787738799609384,0.8746155961697127,0.0,
abs,323,0.909625,2.3954298487474173,1.1977149243737082,,,
norm,323,0.90936,2.1811923852503825,2.210060245936653,0.893675,,5e-05
cqr,323,0.904115,2.0510234880725715,0.07075372001390723,0.8857085718571107,0.0,
abs,324,0.883615,2.1566860747677175,1.0783430373838585,,,
norm,324,0.87739,1.9760573988533698,2.0022103187351368,0.861275,,5e-05
cqr,324,0.88918,1.975593114783972,0.033038533369607714,0.8767407555566668,0.0,
abs,325,0.89924,2.293652841035545,1.1468264205177727,,,
norm,325,0.895,2.082486760675407,2.1100482624001975,0.879075,,5e-05
cqr,325,0.898315,2.01980537404169,0.05514466299846621,0.8823588230882684,0.0,
abs,326,0.91076,2.408886281981801,1.204443140990901,,,
norm,326,0.91556,2.229381394212049,2.2588870315597087,0.90035,,5e-05
cqr,326,0.91689,2.1269567308134505,0.10872034138434708,0.8937329700272479,0.0,
abs,327,0.906235,2.36003403871384,1.1800170193569193,,,
norm,327,0.905035,2.1499711184732453,2.17842576885039,0.8893,,5e-05
cqr,327,0.907535,2.069418309456318,0.07995113070578053,0.887633427492938,0.0,
abs,328,0.895995,2.2645429352399966,1.1322714676199983,,,
norm,328,0.889685,2.0486810359116037,2.0757951222871216,0.8734,,5e-05
cqr,328,0.883825,1.9516307000385211,0.021057325996881815,0.8726654499087432,0.0,
abs,329,0.91016,2.4010895612699628,1.2005447806349814,,,
norm,329,0.90462,2.147340891320401,2.175760730907111,0.888875,,5e-05
cqr,329,0.91315,2.102905552178784,0.09669475206701322,0.8912081593880459,0.0,
abs,330,0.89289,2.2379965515570865,1.1189982757785433,,,
norm,330,0.896785,2.094486654292429,2.122206973395975,0.880725,,5e-05
cqr,330,0.88874,1.9737243601608083,0.032104156058025524,0.8764407330549792,0.0,
abs,331,0.90374,2.3348708767784547,1.167435438389228,,,
norm,331,0.895375,2.084688938811794,2.112279586141566,0.879425,,5e-05
cqr,331,0.90112,2.0339870332674956,0.06223549261136907,0.8840086993475489,0.0,
abs,332,0.890655,2.2179711162497826,1.1089855581248906,,,
norm,332,0.89942,2.1123279303139926,2.1402843769018167,0.883625,,5e-05
cqr,332,0.89041,1.9818104859841554,0.03614721896969891,0.8775908193114483,0.0,
abs,333,0.90926,2.391540631794909,1.1957703158974542,,,
norm,333,0.887745,2.037010666153977,2.0639702963657016,0.87145,,5e-05
cqr,333,0.89764,2.016816502594092,0.05365022727466773,0.8818838587105967,0.0,
abs,334,0.90509,2.3479995886824465,1.1739997943412226,,,
norm,334,0.89485,2.0813401238990683,2.1088864500020565,0.878975,,5e-05
cqr,334,0.90064,2.031338252794508,0.060911102374875625,0.8838587105967053,0.0,
abs,335,0.92274,2.544106863632394,1.2720534318161973,,,
norm,335,0.917935,2.2493852153693337,2.2791556012674965,0.90285,,5e-05
cqr,335,0.9248,2.182291296518517,0.13638762423688,0.8996075294352923,0.0,
abs,336,0.903665,2.334349049978682,1.1671745249893406,,,
norm,336,0.90375,2.1421501891889827,2.1705013303577965,0.887875,,5e-05
cqr,336,0.90416,2.051357161687608,0.0709205568214254,0.8857085718571107,0.0,
abs,337,0.902505,2.3238495740642833,1.1619247870321419,,,
norm,337,0.893855,2.07459248952216,2.1020495113663995,0.877775,,5e-05
cqr,337,0.90014,2.029025160838725,0.059754556396984015,0.8834337424693148,0.0,
abs,338,0.894575,2.25255670740102,1.1262783537005108,,,
norm,338,0.897935,2.1021462098515986,2.12996790239854,0.8818,,5e-05
cqr,338,0.90983,2.083278645331615,0.08688129864342908,0.8892083093767967,0.0,
abs,339,0.899765,2.2992213864343327,1.1496106932171661,,,
norm,339,0.907325,2.1669390380779143,2.195618257155461,0.891675,,5e-05
cqr,339,0.892395,1.99131212484153,0.04089803839838635,0.8789590780691449,0.0,
abs,340,0.893125,2.2402179170129535,1.1201089585064758,,,
norm,340,0.91357,2.2140937080444343,2.243397014411349,0.898,,5e-05
cqr,340,0.91786,2.1328278634935804,0.1116559077244117,0.8945579081568882,0.0,
abs,341,0.90809,2.3795140353854336,1.1897570176927172,,,
norm,341,0.89974,2.1149265937659805,2.1429174334018497,0.884025,,5e-05
cqr,341,0.903675,2.048496183145548,0.06949006755039555,0.8854585906057045,0.0,
abs,342,0.907435,2.3733811217306826,1.186690560865342,,,
norm,342,0.901665,2.1282005677017697,2.1563670870405964,0.886,,5e-05
cqr,342,0.902855,2.043736320147834,0.06711013605153848,0.8848586356023298,0.0,
abs,343,0.8957,2.2623262039460452,1.1311631019730222,,,
norm,343,0.912345,2.2042399657918725,2.2334128588763513,0.896425,,5e-05
cqr,343,0.912555,2.0993694248712984,0.09492668841327079,0.8908581856360773,0.0,
abs,344,0.907095,2.3697328862571463,1.184866443128573,,,
norm,344,0.91046,2.1905468272841238,2.2195384930649165,0.89465,,5e-05
cqr,344,0.912435,2.0984696999749772,0.09447682596511014,0.8906831987600929,0.0,
abs,345,0.890405,2.21543735348065,1.107718676740325,,,
norm,345,0.89739,2.0986275293575805,2.1264026525239452,0.881325,,5e-05
cqr,345,0.88486,1.956275535534644,0.023379743744943227,0.8733405005375403,0.0,
abs,346,0.905545,2.3524269768988333,1.1762134884494169,,,
norm,346,0.915665,2.2299846832906725,2.259498305108292,0.900375,,5e-05
cqr,346,0.89628,2.0098548589559404,0.050169405455591565,0.881083918706097,0.0,
abs,347,0.899275,2.2942040640728862,1.1471020320364431,,,
norm,347,0.900485,2.120208821756363,2.148269571145619,0.884975,,5e-05
cqr,347,0.907555,2.069599785505499,0.08004186873037139,0.887633427492938,0.0,
abs,348,0.90542,2.3511965087461064,1.175598254373053,,,
norm,348,0.91109,2.1956109196259788,2.2246696081569044,0.89515,,5e-05
cqr,348,0.893545,1.9967621456398308,0.04362304879753734,0.8795340349473789,0.0,
abs,349,0.917465,2.479632784256866,1.2398163921284335,,,
norm,349,0.899135,2.109877632260574,2.137801649401403,0.883325,,5e-05
cqr,349,0.913505,2.1049356317444787,0.09770979184986106,0.8913581481388896,0.0,
abs,350,0.900895,2.3098088002437787,1.154904400121889,,,
norm,350,0.91499,2.225391107810045,2.254843934120619,0.89975,,5e-05
cqr,350,0.900145,2.029045261848999,0.05976460690212093,0.8834337424693148,0.0,
abs,351,0.899705,2.298675394969663,1.1493376974848308,,,
norm,351,0.910715,2.192970598111206,2.2219943422538364,0.89495,,5e-05
cqr,351,0.905395,2.0578301089273006,0.07415703044127178,0.8863085268604854,0.0,
abs,352,0.877755,2.1107682923057993,1.0553841461528994,,,
norm,352,0.8846,2.0186450098913515,2.0453615724993255,0.868175,,5e-05
cqr,352,0.870685,1.8984429426704212,-0.005536552687167795,0.8639397954846614,0.0,
abs,353,0.91586,2.461133901777849,1.2305669508889248,,,
norm,353,0.907445,2.167688451769579,2.1963775892615645,0.8918,,5e-05
cqr,353,0.90885,2.077945968890293,0.08421496042276799,0.8884083693722971,0.0,
abs,354,0.90966,2.395791887208226,1.197895943604113,,,
norm,354,0.89494,2.0818602624608986,2.1094134725451643,0.879025,,5e-05
cqr,354,0.88273,1.946503827502807,0.018493889729024993,0.8718153861539616,0.0,
abs,355,0.90884,2.387218748205448,1.1936093741027238,,,
norm,355,0.877545,1.9768293203766036,2.002992456561684,0.86145,,5e-05
cqr,355,0.8882,1.9713061848904632,0.030895068422853056,0.8760657049278696,0.0,
abs,356,0.89942,2.2957026008203414,1.147851300410171,,,
norm,356,0.90546,2.153070334122647,2.1815660023055607,0.889675,,5e-05
cqr,356,0.91021,2.085468517016049,0.08797623448564629,0.8895332850036247,0.0,
abs,357,0.8952,2.2579308354520173,1.1289654177260093,,,
norm,357,0.88781,2.0373706715272837,2.0643350663737254,0.871525,,5e-05
cqr,357,0.88835,1.9719894696469782,0.031236710801110734,0.8761407105532915,0.0,
abs,358,0.894545,2.252150000491118,1.1260750002455588,,,
norm,358,0.89469,2.08052160522534,2.1080570983164395,0.878775,,5e-05
cqr,358,0.891915,1.9890700934358962,0.03977702269556971,0.8786341024423169,0.0,
abs,359,0.87326,2.0753241519838235,1.037662075991912,,,
norm,359,0.88745,2.034917777953441,2.061849709001436,0.871175,,5e-05
cqr,359,0.884685,1.955581763064273,0.02303285750975781,0.8732654949121184,0.0,
abs,360,0.90525,2.3494563343678525,1.1747281671839267,,,
norm,360,0.91448,2.2211468341935587,2.2505434879719415,0.899175,,5e-05
cqr,360,0.91387,2.107001284061941,0.09874261800859219,0.8915331350148739,0.0,
abs,361,0.888605,2.199598143201939,1.0997990716009687,,,
norm,361,0.90655,2.160919870907086,2.1895194269157034,0.890625,,5e-05
cqr,361,0.91158,2.0935883177103833,0.09203613483281303,0.8901832362572807,0.0,
abs,362,0.90559,2.3529698013021374,1.1764849006510685,,,
norm,362,0.886215,2.028208493567666,2.0550516279151667,0.869925,,5e-05
cqr,362,0.888275,1.9716789836443152,0.03108146779977905,0.8761157086781508,0.0,
abs,363,0.91791,2.485068966890474,1.2425344834452372,,,
norm,363,0.90241,2.133003439489949,2.1612335243512906,0.8865,,5e-05
cqr,363,0.899205,2.02449696106145,0.0574904565083465,0.8829587780916431,0.0,
abs,364,0.896215,2.266632672330992,1.1333163361654959,,,
norm,364,0.9123,2.2038558368821386,2.233023646059335,0.896425,,5e-05
cqr,364,0.896815,2.012899271997085,0.0516916119761639,0.8813089018323625,0.0,
abs,365,0.90297,2.328313247635066,1.1641566238175327,,,
norm,365,0.90813,2.1723309729835245,2.2010815537743884,0.892475,,5e-05
cqr,365,0.90609,2.0614732189991645,0.07597858547720393,0.8867584931130166,0.0,
abs,366,0.89545,2.2602580654770015,1.1301290327385003,,,
norm,366,0.89948,2.112674507760251,2.1406355412655356,0.88375,,5e-05
cqr,366,0.89025,1.9808419141179172,0.03566293303657986,0.8774908118108858,0.0,
abs,367,0.8966,2.270053461791669,1.1350267308958348,,,
norm,367,0.90338,2.139074984069033,2.167385425209007,0.8875,,5e-05
cqr,367,0.895565,2.0060125062396867,0.048248229097464734,0.8808339374546909,0.0,
abs,368,0.909555,2.394825840239898,1.1974129201199495,,,
norm,368,0.909635,2.183347184682098,2.2122435639209828,0.893875,,5e-05
cqr,368,0.91753,2.130944481719751,0.11071421683749705,0.8942079344049196,0.0,
abs,369,0.905805,2.3552207213323797,1.1776103606661898,,,
norm,369,0.90228,2.1321203973913767,2.160338795279826,0.886425,,5e-05
cqr,369,0.90008,2.0287708951230763,0.059627423539159674,0.8834087443441742,0.0,
abs,370,0.920955,2.5211105317152653,1.2605552658576322,,,
norm,370,0.912495,2.2054230256654868,2.234611576427778,0.896675,,5e-05
cqr,370,0.911,2.0900947824225193,0.09028936718888114,0.8898582606304527,0.0,
abs,371,0.896345,2.267751136574752,1.1338755682873762,,,
norm,371,0.903655,2.1412560542708943,2.16959536165447,0.88775,,5e-05
cqr,371,0.89515,2.004285969986233,0.047384960970738105,0.8805589580781441,0.0,
abs,372,0.90271,2.325777725874348,1.1628888629371747,,,
norm,372,0.89167,2.060880070097241,2.088155609456805,0.8756,,5e-05
cqr,372,0.902755,2.0430908626325377,0.06678740729389027,0.884783641226908,0.0,
abs,373,0.91465,2.448335521892389,1.224167760946195,,,
norm,373,0.90776,2.1696787912193707,2.1983942706527393,0.892125,,5e-05
cqr,373,0.897875,2.0178047346372576,0.05414434329625051,0.8820338474614404,0.0,
abs,374,0.899635,2.297843663371312,1.1489218316856566,,,
