model,trial,coverage,width
mlp,501,0.88289,1.7506424364684678
constant,502,0.89106,2.8912714987472095
ridge,502,0.89824,2.1813167347565443
rf,502,0.899455,1.7769809456969592
gbm,502,0.919275,1.8756455535607905
mlp,502,0.91237,1.9113198006435366
constant,503,0.907805,3.0086430761432075
ridge,503,0.891675,2.1428949516317206
rf,503,0.90246,1.7939145839245174
gbm,503,0.89156,1.7241976042705154
mlp,503,0.891345,1.7928863015802796
constant,504,0.868255,2.752337406442477
ridge,504,0.91122,2.264038214876552
rf,504,0.87585,1.6650158482738684
gbm,504,0.9011,1.7718512575884593
mlp,504,0.88789,1.7755167273371852
constant,505,0.894225,2.9122744678709465
ridge,505,0.892235,2.1461746227909044
rf,505,0.911585,1.8455700167137388
gbm,505,0.90968,1.818688372709294
mlp,505,0.897555,1.8260117511191647
constant,506,0.91344,3.0529304340492898
ridge,506,0.923685,2.3505636950836237
rf,506,0.91334,1.855658434960874
gbm,506,0.91879,1.8726962063261934
mlp,506,0.905915,1.8729296064209273
constant,507,0.888175,2.8718839031452275
ridge,507,0.90679,2.2342700506583237
rf,507,0.903555,1.7998962093544422
gbm,507,0.908175,1.811017259717654
mlp,507,0.90995,1.8964232207168288
constant,508,0.899595,2.9489692250076835
ridge,508,0.9155,2.2931965014966047
rf,508,0.905715,1.8115811176302086
gbm,508,0.90041,1.7683489559018946
mlp,508,0.900395,1.8417659816374827
constant,509,0.895275,2.919097507371098
ridge,509,0.88877,2.1264087094062516
rf,509,0.900685,1.7838151735734777
gbm,509,0.89853,1.7594575094614486
mlp,509,0.913195,1.916938651373343
constant,510,0.914205,3.0592788894660217
ridge,510,0.902475,2.2073766217140207
rf,510,0.926065,1.9333455455368855
gbm,510,0.92175,1.8902401882688598
mlp,510,0.91096,1.9025551155388838
constant,511,0.880135,2.8213109469275075
ridge,511,0.874015,2.0487430798189674
rf,511,0.888295,1.720995357319516
gbm,511,0.902695,1.780263525569361
mlp,511,0.894595,1.8096300149805935
constant,512,0.920015,3.1084929291432646
ridge,512,0.888475,2.1247580447562138
rf,512,0.91037,1.8381395421074982
gbm,512,0.90795,1.809692886823311
mlp,512,0.915285,1.9289817566936982
constant,513,0.9022,2.967926957084151
ridge,513,0.925325,2.3633974320314177
rf,513,0.89778,1.768142362602886
gbm,513,0.902425,1.7786682911414233
mlp,513,0.90874,1.8897208869759734
constant,514,0.883315,2.841942834348805
ridge,514,0.916695,2.301261703141714
rf,514,0.90316,1.7978597101164846
gbm,514,0.909885,1.8197820058714247
mlp,514,0.91984,1.958203502536241
constant,515,0.916265,3.0755738809192827
ridge,515,0.9173,2.3060703799152105
rf,515,0.915245,1.8666571912874887
gbm,515,0.92103,1.8861264681542176
mlp,515,0.930345,2.0316423509037875
constant,516,0.91458,3.0619583581394307
ridge,516,0.892475,2.147671135631141
rf,516,0.87634,1.6669483133125231
gbm,516,0.87955,1.6662676898445952
mlp,516,0.906935,1.8787767701741505
constant,517,0.89855,2.941039756272093
ridge,517,0.883445,2.09771608640755
rf,517,0.885825,1.7094509654271919
gbm,517,0.89941,1.7630591115707848
mlp,517,0.917065,1.9398638024902952
constant,518,0.909025,3.018918367170892
ridge,518,0.90759,2.2398184241739525
rf,518,0.898525,1.7718240396701948
gbm,518,0.8941,1.7370595140444876
mlp,518,0.890015,1.7859907596949751
constant,519,0.90349,2.977380955515933
ridge,519,0.902835,2.2089558693842632
rf,519,0.910605,1.8396441879579797
gbm,519,0.907545,1.8076374486428346
mlp,519,0.881495,1.7434146792885965
constant,520,0.89559,2.9215053953649477
ridge,520,0.908335,2.2445667650176944
rf,520,0.91678,1.8757118519537364
gbm,520,0.910895,1.8251115961013298
mlp,520,0.91265,1.9132999553901806
constant,521,0.881115,2.8280264169357814
ridge,521,0.89507,2.162728578326849
rf,521,0.896305,1.7610423846157621
gbm,521,0.907515,1.8075327617163137
mlp,521,0.898985,1.8345050178251538
constant,522,0.932885,3.2186368892934842
ridge,522,0.9294,2.394679548120695
rf,522,0.918055,1.8828663547809725
gbm,522,0.924695,1.9100888375115335
mlp,522,0.92102,1.9664666872576815
constant,523,0.89392,2.9100213523943905
ridge,523,0.90685,2.234714231863716
rf,523,0.881785,1.6913018896012584
gbm,523,0.860795,1.5865453324954735
mlp,523,0.882415,1.7481683442334854
constant,524,0.9168,3.0811524422655925
ridge,524,0.892825,2.1497783208129864
rf,524,0.913155,1.85459275221322
gbm,524,0.90433,1.7883695682987573
mlp,524,0.91096,1.9025163841362733
constant,525,0.90897,3.018293413807001
ridge,525,0.90011,2.1932914735486233
rf,525,0.91494,1.8650228196894716
gbm,525,0.92088,1.8852415499895
mlp,525,0.907705,1.8832320450717819
constant,526,0.899215,2.9459253271426613
ridge,526,0.91668,2.3011798822392984
rf,526,0.913445,1.8564224447091497
gbm,526,0.904865,1.791835597249897
mlp,526,0.92491,1.9922235740169238
constant,527,0.900695,2.95751746693964
ridge,527,0.90781,2.241347935464634
rf,527,0.90504,1.8079665615149585
gbm,527,0.909605,1.8181120789857577
mlp,527,0.91172,1.9073553866248831
constant,528,0.89729,2.9327232491238906
ridge,528,0.910905,2.26203103197397
rf,528,0.90894,1.829935185271884
gbm,528,0.915835,1.8546151984028603
mlp,528,0.91514,1.9281411645652609
constant,529,0.88521,2.8544106166042553
ridge,529,0.88737,2.1187045634811508
rf,529,0.908385,1.827028505867093
gbm,529,0.895165,1.7421003541463962
mlp,529,0.92078,1.9645642219255623
constant,530,0.91452,3.0615026033386536
ridge,530,0.910105,2.256381560215421
rf,530,0.901895,1.7902760043651047
gbm,530,0.899315,1.7626339664680453
mlp,530,0.87388,1.7087823928113859
constant,531,0.916215,3.07509393905214
ridge,531,0.90008,2.19287886796326
rf,531,0.87425,1.6572920389894203
gbm,531,0.896435,1.7488299990725247
mlp,531,0.90332,1.8585709861482325
constant,532,0.91675,3.080600635738139
ridge,532,0.90941,2.251125016373173
rf,532,0.896085,1.7598829795441278
gbm,532,0.90987,1.8197498864298984
mlp,532,0.9112,1.9040166507301959
constant,533,0.89622,2.925328896908595
ridge,533,0.893305,2.1522027034124775
rf,533,0.890415,1.731764709672077
gbm,533,0.88986,1.715255813199763
mlp,533,0.908125,1.8858647194766662
constant,534,0.91,3.0267433232881347
ridge,534,0.89718,2.1751450600885196
rf,534,0.887805,1.7187594818346361
gbm,534,0.8736,1.6404168691933854
mlp,534,0.895245,1.8134538503046873
constant,535,0.910405,3.029902670399392
ridge,535,0.88303,2.0957801059714605
rf,535,0.88955,1.72792312184687
gbm,535,0.90081,1.7702063779929644
mlp,535,0.873165,1.705205366965979
constant,536,0.89129,2.892646893408995
ridge,536,0.907175,2.2372389927262706
rf,536,0.893885,1.7488714227768738
gbm,536,0.89483,1.740516267581025
mlp,536,0.883375,1.7530912826140441
constant,537,0.866775,2.743885415807597
ridge,537,0.904695,2.2209100980240857
rf,537,0.90124,1.7862312587385032
gbm,537,0.893695,1.7346540372033132
mlp,537,0.903735,1.8608790642739623
constant,538,0.894655,2.9149281421115134
ridge,538,0.91029,2.25749105847449
rf,538,0.9067,1.8177190434334145
gbm,538,0.924335,1.907852482305631
mlp,538,0.899565,1.8373746784522997
constant,539,0.897645,2.9348013277180813
ridge,539,0.903685,2.214425102656689
rf,539,0.88827,1.7208498389319025
gbm,539,0.889745,1.7146360494787443
mlp,539,0.89503,1.8120818062718063
constant,540,0.87736,2.8051077491426257
ridge,540,0.90271,2.208495537234848
rf,540,0.89969,1.778329907714262
gbm,540,0.902275,1.7781727497022175
mlp,540,0.88814,1.7766734581206294
constant,541,0.87619,2.797856005372128
ridge,541,0.88399,2.1005871011274304
rf,541,0.874065,1.6561673484890418
gbm,541,0.87729,1.6563189241324194
mlp,541,0.87059,1.6943247273536657
constant,542,0.895855,2.923008579203453
ridge,542,0.89793,2.1795583221801147
rf,542,0.90326,1.7985155051490347
gbm,542,0.89057,1.71892862598583
mlp,542,0.88665,1.7699874226888446
constant,543,0.90288,2.9733329515259044
ridge,543,0.924815,2.35928888648783
rf,543,0.911065,1.8426327749129046
gbm,543,0.90464,1.7903354018207018
mlp,543,0.90823,1.8864001951412623
constant,544,0.886005,2.8590034636545667
ridge,544,0.87567,2.056543180956577
rf,544,0.892745,1.7432881121858028
gbm,544,0.903295,1.7831260064297296
mlp,544,0.89878,1.8333717259515139
constant,545,0.892575,2.900781567688835
ridge,545,0.887825,2.1213646474518035
rf,545,0.89008,1.7304271596280538
gbm,545,0.89006,1.7162555442159546
mlp,545,0.90727,1.8808644319069583
constant,546,0.90408,2.981367023264043
ridge,546,0.903515,2.213534863365576
rf,546,0.893155,1.7451619097502002
gbm,546,0.89425,1.7380569580964766
mlp,546,0.89004,1.7861291724267814
constant,547,0.90814,3.0116042037365247
ridge,547,0.89546,2.164945947921915
rf,547,0.898785,1.7734350309250342
gbm,547,0.896915,1.75120154886518
mlp,547,0.910215,1.8982535470754938
constant,548,0.91832,3.0942799633306715
ridge,548,0.90964,2.2525662517009097
rf,548,0.910755,1.8406168191450007
gbm,548,0.908045,1.810332704993254
mlp,548,0.90712,1.8799078809553809
constant,549,0.907745,3.0079961561508384
ridge,549,0.908115,2.243255676106529
rf,549,0.907615,1.8227950701353757
gbm,549,0.91253,1.8339729023615245
mlp,549,0.92333,1.9815379168794058
constant,550,0.88279,2.838889370184046
ridge,550,0.899615,2.189903784217503
rf,550,0.911185,1.843580941899503
gbm,550,0.917355,1.8641624683294098
mlp,550,0.9199,1.9586387687919415
constant,551,0.906245,2.99735323262109
ridge,551,0.898315,2.181633653242696
rf,551,0.89385,1.748720523677826
gbm,551,0.902595,1.779738402978978
mlp,551,0.884555,1.7593562891280639
constant,552,0.911035,3.034816616548481
ridge,552,0.91792,2.310130129550161
rf,552,0.91826,1.8841509135057706
gbm,552,0.912695,1.835215093242546
mlp,552,0.901495,1.8475461690568067
constant,553,0.91658,3.078887773219397
ridge,553,0.923715,2.3508786386542466
rf,553,0.913255,1.855148003127534
gbm,553,0.895035,1.7414061174221707
mlp,553,0.9065,1.8764967027651362
constant,554,0.9057,2.9926026008582856
ridge,554,0.887435,2.119117911796296
rf,554,0.915895,1.8700839362505417
gbm,554,0.894545,1.73936726538277
mlp,554,0.913945,1.9212444636616477
constant,555,0.92888,3.1809446725632418
ridge,555,0.906975,2.2358141067111816
rf,555,0.90986,1.8356559728555695
gbm,555,0.916955,1.8612569101198466
mlp,555,0.923105,1.9799812228132438
constant,556,0.880595,2.824419910529082
ridge,556,0.879,2.073552352425205
rf,556,0.88837,1.7213524605774486
gbm,556,0.88827,1.7076397541776154
mlp,556,0.88753,1.7737640432290704
constant,557,0.896335,2.9263008730224764
ridge,557,0.91856,2.314683701538433
rf,557,0.9133,1.8553093379774621
gbm,557,0.91839,1.8702707741450257
mlp,557,0.895995,1.817209377572793
constant,558,0.885595,2.8568245752528014
ridge,558,0.91372,2.2816162948423604
rf,558,0.903465,1.799662427514694
gbm,558,0.911905,1.831275402797114
mlp,558,0.899565,1.8374217519374891
constant,559,0.910795,3.03256257239007
ridge,559,0.891,2.139314078591168
rf,559,0.893715,1.7480042827956588
gbm,559,0.87132,1.6313723811927452
mlp,559,0.87381,1.7084627260791143
constant,560,0.896025,2.9239882022092685
ridge,560,0.90967,2.2529621959799258
rf,560,0.89847,1.7714845425343941
gbm,560,0.899235,1.7622950457425595
mlp,560,0.908835,1.8902606507975552
constant,561,0.914515,3.061491680828893
ridge,561,0.921755,2.3363579376500487
rf,561,0.91258,1.8514260680588739
gbm,561,0.89933,1.7626843513555333
mlp,561,0.91772,1.9443245605605761
constant,562,0.895515,2.920872489018212
ridge,562,0.91368,2.2809564120159598
rf,562,0.927385,1.9414488389862632
gbm,562,0.918405,1.8704349834231246
mlp,562,0.91492,1.9268157258969558
constant,563,0.889135,2.878767253247564
ridge,563,0.888935,2.1273262426544064
rf,563,0.85989,1.5969415084569196
gbm,563,0.895055,1.7414866319445386
mlp,563,0.889395,1.7827764377003044
constant,564,0.91458,3.0619447712621586
ridge,564,0.91059,2.2596135799188497
rf,564,0.94101,2.0421572196052855
gbm,564,0.93227,1.9620136109113906
mlp,564,0.932095,2.0451909846312244
constant,565,0.893655,2.9081799095135015
ridge,565,0.890085,2.1338877432681103
rf,565,0.926175,1.9340183298107176
gbm,565,0.91715,1.8626476890685295
mlp,565,0.908735,1.8896139667632412
constant,566,0.8899,2.8836822108976303
ridge,566,0.888745,2.1262941324481375
rf,566,0.91214,1.84863489217259
gbm,566,0.90193,1.7763407306553443
mlp,566,0.894995,1.8119150222670655
constant,567,0.90026,2.954577215264642
ridge,567,0.909655,2.252845109822649
rf,567,0.896535,1.7622702938269263
gbm,567,0.899885,1.7656282783030126
mlp,567,0.87663,1.7210867027938765
constant,568,0.899325,2.9467817056762193
ridge,568,0.88967,2.131642654614211
rf,568,0.9166,1.8748595502768506
gbm,568,0.903965,1.786727033695183
mlp,568,0.898345,1.83062780873053
constant,569,0.8643,2.729129871012831
ridge,569,0.87707,2.063772174383383
rf,569,0.898105,1.7694352361286
gbm,569,0.909225,1.8163430371743898
mlp,569,0.897965,1.828277668820092
constant,570,0.91825,3.0936067198550203
ridge,570,0.905565,2.226389929052389
rf,570,0.911405,1.8446085424602874
gbm,570,0.924065,1.9059920149776501
mlp,570,0.911075,1.903295928557938
constant,571,0.91324,3.0511413831974954
ridge,571,0.890175,2.134367553411799
rf,571,0.9095,1.8333580810876873
gbm,571,0.908,1.8099824129527202
mlp,571,0.887565,1.7739367168991638
constant,572,0.90793,3.009704593564983
ridge,572,0.90476,2.221248180129797
rf,572,0.9124,1.8503353881946765
gbm,572,0.91412,1.8439309816661869
mlp,572,0.91727,1.941254827540633
constant,573,0.91493,3.0642712748769982
ridge,573,0.906105,2.2301819273918566
rf,573,0.914195,1.8605511656808662
gbm,573,0.904245,1.7879869478631585
mlp,573,0.90517,1.868689070421439
constant,574,0.899605,2.949106031727789
ridge,574,0.917315,2.3062695181020727
rf,574,0.90245,1.7938902860178372
gbm,574,0.9116,1.8293062351648022
mlp,574,0.92062,1.9636031425936158
constant,575,0.872435,2.7755408598752567
ridge,575,0.906055,2.229923200943859
rf,575,0.887085,1.7153862496219272
gbm,575,0.882525,1.6800124231887341
mlp,575,0.89507,1.8124810214758518
constant,576,0.90149,2.962677129370701
ridge,576,0.91077,2.2608418591301627
rf,576,0.937195,2.009762046954639
gbm,576,0.911565,1.8291247638220134
mlp,576,0.92607,2.000856205717403
constant,577,0.892015,2.896856354421944
ridge,577,0.90987,2.254751427731766
rf,577,0.919455,1.891614369598792
gbm,577,0.916,1.8555166353557022
mlp,577,0.912215,1.9103423607470709
constant,578,0.891935,2.8960959673755617
ridge,578,0.875235,2.054716909964328
rf,578,0.886315,1.7119590562450182
gbm,578,0.890305,1.7177016464580754
mlp,578,0.8903,1.7874011037072515
constant,579,0.90292,2.9735366553619356
ridge,579,0.901695,2.2033020602878794
rf,579,0.906195,1.8147582707186944
gbm,579,0.91474,1.8477760285399092
mlp,579,0.885385,1.7634827417132686
constant,580,0.875495,2.794362645569975
ridge,580,0.902985,2.210354940808207
rf,580,0.90124,1.7862432047713528
gbm,580,0.891095,1.7212756585358486
mlp,580,0.88747,1.7732898539412583
constant,581,0.922745,3.1293464253022165
ridge,581,0.90547,2.225677195957713
rf,581,0.89633,1.7612539508708747
gbm,581,0.899435,1.7633011348821903
mlp,581,0.89477,1.8105717221249087
constant,582,0.90624,2.9973082666449447
ridge,582,0.904945,2.2222437586779007
rf,582,0.882775,1.6957055613225336
gbm,582,0.88496,1.6922300126558478
mlp,582,0.88403,1.7566106890693332
constant,583,0.880085,2.8209517291708073
ridge,583,0.90157,2.2025358021579375
rf,583,0.905005,1.8078310622553597
gbm,583,0.913925,1.8425010768308387
mlp,583,0.9097,1.89512944819578
constant,584,0.896225,2.925346364441351
ridge,584,0.8865,2.114171189760453
rf,584,0.89847,1.7714881554536155
gbm,584,0.904185,1.7877502332590738
mlp,584,0.89975,1.8382948581268657
constant,585,0.90909,3.0196335808757615
ridge,585,0.915775,2.295347908037047
rf,585,0.91255,1.8512900584742016
gbm,585,0.89574,1.745262535205719
mlp,585,0.91547,1.9300432658047477
constant,586,0.904195,2.982213613916117
ridge,586,0.909365,2.250811314312371
rf,586,0.897765,1.7680752519063903
gbm,586,0.90191,1.7761962503853745
mlp,586,0.90276,1.8556729988769332
constant,587,0.9015,2.962842667547986
ridge,587,0.912645,2.2734133919744277
rf,587,0.905795,1.8122433578647263
gbm,587,0.902695,1.7802447598618671
mlp,587,0.900465,1.8422422417864437
constant,588,0.88431,2.848332926648445
ridge,588,0.87206,2.0386552587619375
rf,588,0.90084,1.7847152065390175
gbm,588,0.8819,1.6762933067841113
mlp,588,0.88786,1.7753190724913481
constant,589,0.900125,2.953210261330902
ridge,589,0.897525,2.1771837355647277
rf,589,0.916865,1.8762735987812091
gbm,589,0.92796,1.9316581186536523
mlp,589,0.91825,1.9476257839400049
constant,590,0.900065,2.952812412783879
ridge,590,0.915975,2.2964624694912685
rf,590,0.900245,1.7815166149525328
gbm,590,0.882135,1.6777587076290807
mlp,590,0.893625,1.8043620942969056
constant,591,0.89947,2.947880119329742
ridge,591,0.882425,2.0923546285340486
rf,591,0.872155,1.6484165376577218
gbm,591,0.88329,1.6834780150071185
mlp,591,0.87943,1.7338573357387423
constant,592,0.91083,3.0329543113617987
ridge,592,0.8776,2.066320870676924
rf,592,0.89896,1.7741920931076274
gbm,592,0.899525,1.7638724312642067
mlp,592,0.891855,1.7958598393050664
constant,593,0.89551,2.9207816136865734
ridge,593,0.902055,2.20505587015505
rf,593,0.886055,1.710700777715081
gbm,593,0.898185,1.7578230859866997
mlp,593,0.89609,1.817649677227942
constant,594,0.91907,3.100223513176311
ridge,594,0.908055,2.2427783644816186
rf,594,0.928855,1.9513827563075943
gbm,594,0.92697,1.9243608014037585
mlp,594,0.9202,1.9606827082664227
constant,595,0.92357,3.1367101918196783
ridge,595,0.923985,2.3527805686069088
rf,595,0.891505,1.7374700600086799
gbm,595,0.89374,1.7348989917354276
mlp,595,0.89803,1.8288235246215594
constant,596,0.911735,3.0399449026357512
ridge,596,0.90998,2.2554821703246963
rf,596,0.90138,1.7870376059108979
gbm,596,0.898715,1.7602974879183164
mlp,596,0.901215,1.8461695675716931
constant,597,0.897305,2.932851275085471
ridge,597,0.908395,2.2449087267575774
rf,597,0.903945,1.8018820402865174
gbm,597,0.91156,1.8290599956525986
mlp,597,0.90144,1.8472639153123938
constant,598,0.880615,2.8245564684033013
ridge,598,0.91507,2.290117288297381
rf,598,0.898255,1.7703994196428638
gbm,598,0.88051,1.6705794325915568
mlp,598,0.89506,1.8122801889533278
constant,599,0.89623,2.925389902943759
ridge,599,0.89745,2.176709677437412
rf,599,0.87341,1.6535301715257353
gbm,599,0.87208,1.634340736478247
mlp,599,0.88153,1.7435774435130973
constant,600,0.89697,2.930299332273683
ridge,600,0.912925,2.275500988196769
rf,600,0.90397,1.8020456427946203
gbm,600,0.915005,1.8498000336542675
mlp,600,0.90822,1.8863809941715588
constant,601,0.866675,2.7432063618920948
ridge,601,0.869015,2.0238752090057175
rf,601,0.877545,1.6719580844128052
gbm,601,0.88057,1.6708394925229388
mlp,601,0.897575,1.8260776555455807
constant,602,0.90367,2.9790845622727877
ridge,602,0.920375,2.3269071419252074
rf,602,0.905865,1.8128645605294962
gbm,602,0.905965,1.7983221652435293
mlp,602,0.901765,1.849512301206474
constant,603,0.88913,2.8787095000581004
ridge,603,0.908655,2.246710833851023
rf,603,0.886635,1.713572735809258
gbm,603,0.894955,1.7411744847816106
mlp,603,0.90834,1.8871332913947423
constant,604,0.88301,2.8401029851708364
ridge,604,0.89503,2.1624679743659616
rf,604,0.882035,1.692240096729794
gbm,604,0.884495,1.6897933815965702
mlp,604,0.88586,1.7658932735569672
constant,605,0.909085,3.0195323099296685
ridge,605,0.90667,2.2334595167952873
rf,605,0.884445,1.70339181220373
gbm,605,0.885955,1.697266373702069
mlp,605,0.88337,1.753057330119388
constant,606,0.896925,2.929922613456789
ridge,606,0.911985,2.2689017065406345
rf,606,0.902585,1.794627243148825
gbm,606,0.89526,1.742538823578157
mlp,606,0.89975,1.838347706992758
constant,607,0.89959,2.9489203796640275
ridge,607,0.91346,2.2792437870446247
rf,607,0.910325,1.8377962324999095
gbm,607,0.913315,1.839036326941004
mlp,607,0.902875,1.856089080627538
constant,608,0.905175,2.98906654009897
ridge,608,0.901225,2.200517727445706
rf,608,0.873325,1.6532178176732213
gbm,608,0.898545,1.75953793150778
mlp,608,0.893535,1.8038268028140232
constant,609,0.886885,2.863917245093205
ridge,609,0.89934,2.1884644145072576
rf,609,0.8816,1.6902633581382458
gbm,609,0.893235,1.7324551504835801
mlp,609,0.902325,1.8530010634551144
constant,610,0.89903,2.9448190038634783
ridge,610,0.91031,2.257746685270737
rf,610,0.92083,1.899416693844347
gbm,610,0.90683,1.8034825260615506
mlp,610,0.921645,1.9704929746836486
constant,611,0.916245,3.0753117448484373
ridge,611,0.90969,2.253223967174172
rf,611,0.909465,1.83313876209127
gbm,611,0.906435,1.8014277991695626
mlp,611,0.907555,1.8823426534587586
constant,612,0.91408,3.0582826767808164
ridge,612,0.911065,2.262979159117405
rf,612,0.908355,1.8268999263525578
gbm,612,0.90427,1.7880359231304552
mlp,612,0.897035,1.8231853206607755
constant,613,0.902935,2.973590453029769
ridge,613,0.898045,2.1803302576670776
rf,613,0.890215,1.730965901512935
gbm,613,0.872415,1.6358238654228427
mlp,613,0.87608,1.7185521725050297
constant,614,0.88747,2.8674181566064503
ridge,614,0.89075,2.1380243922329862
rf,614,0.893965,1.7492076001633707
gbm,614,0.89581,1.7457350887167042
mlp,614,0.899775,1.8385907659714769
constant,615,0.91107,3.0352291853308744
ridge,615,0.918515,2.314293241010961
rf,615,0.890805,1.7340763836620652
gbm,615,0.891755,1.7252018953301493
mlp,615,0.88714,1.7718791192499261
constant,616,0.91436,3.0604261249322713
ridge,616,0.91876,2.3159851141954615
rf,616,0.92726,1.9407755333656058
gbm,616,0.92227,1.8936245957884825
mlp,616,0.915695,1.931362047707967
constant,617,0.899675,2.949670983616394
ridge,617,0.901315,2.2011354269741883
rf,617,0.8982,1.769995879570134
gbm,617,0.899275,1.7624510262225113
mlp,617,0.896165,1.8182619294311704
constant,618,0.88823,2.872112874970286
ridge,618,0.91169,2.2670963258814822
rf,618,0.90625,1.8150237974959258
gbm,618,0.909325,1.8167676877350867
mlp,618,0.905955,1.8732177002291817
constant,619,0.899705,2.9497730977901897
ridge,619,0.900055,2.1925881264088716
rf,619,0.88144,1.6895483901764932
gbm,619,0.904025,1.7870112919448395
mlp,619,0.89761,1.8264135049405192
constant,620,0.87052,2.7649288409959327
ridge,620,0.88163,2.0875400852827077
rf,620,0.88274,1.6955704782540102
gbm,620,0.880215,1.6692819764915319
mlp,620,0.88548,1.7639859257374304
constant,621,0.886955,2.8643641462521865
ridge,621,0.88603,2.111794951034427
rf,621,0.89668,1.7628232575961293
gbm,621,0.88167,1.675436561147804
mlp,621,0.898645,1.8326424086270294
constant,622,0.888285,2.8724799765255526
ridge,622,0.882985,2.0956120442109523
rf,622,0.900545,1.782967693545682
gbm,622,0.878985,1.6637908405941002
mlp,622,0.87243,1.7020540689173225
constant,623,0.906515,2.999504355135569
ridge,623,0.88592,2.1113549294219847
rf,623,0.891415,1.7368640188865052
gbm,623,0.892215,1.7274902680480047
mlp,623,0.893115,1.8020129902523196
constant,624,0.90549,2.990879749525427
ridge,624,0.905325,2.22500680621608
rf,624,0.91724,1.8781350012006235
gbm,624,0.914055,1.8433179204778571
mlp,624,0.900145,1.8404726283375688
constant,625,0.893,2.9039520537309302
ridge,625,0.91077,2.260964223071791
rf,625,0.90922,1.8316591947955407
gbm,625,0.921685,1.8898901015362999
mlp,625,0.90516,1.8684900611217463
constant,626,0.89383,2.909286564616866
ridge,626,0.91133,2.264653128573628
rf,626,0.91453,1.8624650060524266
gbm,626,0.909095,1.815714621282094
mlp,626,0.9029,1.856414066617822
constant,627,0.91631,3.0758538530985637
ridge,627,0.914985,2.2895930789810315
rf,627,0.878625,1.67676211112077
gbm,627,0.89217,1.727269019405223
mlp,627,0.898485,1.8315869716734263
constant,628,0.897185,2.931853788341903
ridge,628,0.881795,2.0884940234757874
rf,628,0.888,1.719735117717808
gbm,628,0.894285,1.738177035525983
mlp,628,0.88357,1.75415491556552
constant,629,0.93184,3.2075346225465022
ridge,629,0.906525,2.2324677461934535
rf,629,0.917975,1.8823747390982024
gbm,629,0.91696,1.8612869494643067
mlp,629,0.900495,1.8423611339927872
constant,630,0.900915,2.958950158118925
ridge,630,0.884215,2.1020763208045734
rf,630,0.87688,1.6692131341451568
gbm,630,0.890265,1.7174321062667994
mlp,630,0.87753,1.7249579978929144
constant,631,0.886015,2.8590384533752857
ridge,631,0.892915,2.1502711040105806
rf,631,0.89971,1.7785290805394258
gbm,631,0.899975,1.7663938004592943
mlp,631,0.89894,1.8342822472283271
constant,632,0.890665,2.888690673189512
ridge,632,0.881205,2.0852088571436993
rf,632,0.8732,1.6526690907370194
gbm,632,0.90493,1.7921406171550522
mlp,632,0.898795,1.8335544597233957
constant,633,0.90025,2.9544131236918636
ridge,633,0.887825,2.121359988173968
rf,633,0.89993,1.7799149339000513
gbm,633,0.9106,1.8236268145708503
mlp,633,0.886825,1.7705728937322276
constant,634,0.90871,3.0162647636068027
ridge,634,0.901835,2.203899624976832
rf,634,0.88921,1.7258913321887908
gbm,634,0.89384,1.7355424094216632
mlp,634,0.885585,1.7645291880303446
constant,635,0.89473,2.9154874299664
ridge,635,0.87749,2.0657608127104985
rf,635,0.89778,1.7681165817469036
gbm,635,0.884455,1.6895351754097852
mlp,635,0.90559,1.8711184536603465
constant,636,0.897965,2.937265506277447
ridge,636,0.8833,2.096946923682574
rf,636,0.90255,1.7942744372097146
gbm,636,0.89885,1.7607698339126603
mlp,636,0.93059,2.033453134309242
constant,637,0.879265,2.8159657287038877
ridge,637,0.896465,2.1710993909466514
rf,637,0.8616,1.6034491589400877
gbm,637,0.880695,1.671586726898664
mlp,637,0.88005,1.736824213296836
constant,638,0.906765,3.0010064817639908
ridge,638,0.86178,1.9878812388791989
rf,638,0.899755,1.7787709191265908
gbm,638,0.899505,1.7638180361389835
mlp,638,0.894415,1.808486226158584
constant,639,0.876445,2.799271904996526
ridge,639,0.911995,2.268977524623083
rf,639,0.893725,1.7480672709821132
gbm,639,0.890565,1.71888351688451
mlp,639,0.90944,1.8936391758811029
constant,640,0.897035,2.9306931610499154
ridge,640,0.917995,2.310783800667734
rf,640,0.91115,1.8432812303649457
gbm,640,0.90177,1.7755910866997224
mlp,640,0.89647,1.8200298118825906
constant,641,0.9139,3.0571574672005166
ridge,641,0.926035,2.368295175631408
rf,641,0.911375,1.8444651409309123
gbm,641,0.904305,1.7881617573311388
mlp,641,0.905275,1.8693407382949765
constant,642,0.88897,2.877567743426316
ridge,642,0.893935,2.156427579252858
rf,642,0.89557,1.757222830886426
gbm,642,0.89973,1.7648909117327076
mlp,642,0.897355,1.8249769591254075
constant,643,0.899995,2.9523173241750733
ridge,643,0.90079,2.197540473012799
rf,643,0.896955,1.763922650942611
gbm,643,0.89567,1.7448827028507852
mlp,643,0.889225,1.7819597589876985
constant,644,0.90866,3.0159054334020095
ridge,644,0.88967,2.1316250301904702
rf,644,0.913205,1.854899147780689
gbm,644,0.913045,1.8371740149084135
mlp,644,0.89248,1.7991111646923237
constant,645,0.8981,2.938263944426174
ridge,645,0.90922,2.25002962213337
rf,645,0.898065,1.7692119093482204
gbm,645,0.90062,1.769346724171336
mlp,645,0.88153,1.7436029003834843
constant,646,0.910535,3.0307156507076316
ridge,646,0.897765,2.1785754233149737
rf,646,0.89696,1.7639460206977027
