model,trial,coverage,width
rf,144,0.91049,1.8388092207626343
gbm,144,0.898865,1.7608959940024933
mlp,144,0.892825,1.8006280174382159
constant,145,0.89252,2.9003936007824356
ridge,145,0.899085,2.1868794395043096
rf,145,0.89506,1.7548525394889625
gbm,145,0.87817,1.6605499926565557
mlp,145,0.905465,1.8702066217730509
constant,146,0.88849,2.8739110457644585
ridge,146,0.90799,2.2423049387750282
rf,146,0.921535,1.9037760987509231
gbm,146,0.92062,1.8835517164164584
mlp,146,0.918825,1.9516349511452609
constant,147,0.891385,2.8933378525467344
ridge,147,0.89784,2.179249784467352
rf,147,0.90388,1.801296227092039
gbm,147,0.900775,1.7700415504859466
mlp,147,0.92182,1.9717006905774443
constant,148,0.92254,3.1274017739747624
ridge,148,0.897365,2.1761546724458505
rf,148,0.867575,1.6292925878347075
gbm,148,0.8646,1.602048501722632
mlp,148,0.882635,1.7494413072793207
constant,149,0.893405,2.9065653955250617
ridge,149,0.90026,2.194293025375152
rf,149,0.91845,1.8851258978224985
gbm,149,0.908395,1.8118371582556354
mlp,149,0.90396,1.8619385711888699
constant,150,0.921965,3.122232359495971
ridge,150,0.88443,2.103219676035229
rf,150,0.901385,1.7871193374031864
gbm,150,0.900025,1.766606059929343
mlp,150,0.86653,1.6756506882290314
constant,151,0.92547,3.1509425349207643
ridge,151,0.894645,2.1604278002145545
rf,151,0.913405,1.8561439317632467
gbm,151,0.920375,1.8820988292128047
mlp,151,0.927085,2.0081444003474616
constant,152,0.910235,3.0284212327466324
ridge,152,0.915035,2.289950654471921
rf,152,0.922145,1.9080634851161422
gbm,152,0.92405,1.9058464029030513
mlp,152,0.90707,1.87971626185277
constant,153,0.886355,2.860532862074953
ridge,153,0.91171,2.2672217117395546
rf,153,0.90582,1.8125821594328375
gbm,153,0.89269,1.7299857218760943
mlp,153,0.90461,1.8655575596920868
constant,154,0.87995,2.8201593765376636
ridge,154,0.899665,2.1903738197057168
rf,154,0.87793,1.6738030160827644
gbm,154,0.883295,1.6835284923505396
mlp,154,0.89243,1.7987088651537717
constant,155,0.907055,3.0032610324091866
ridge,155,0.907455,2.238966116323146
rf,155,0.91294,1.8533766947123285
gbm,155,0.911665,1.8298820277509287
mlp,155,0.889225,1.7819419552907936
constant,156,0.899445,2.9477091263326622
ridge,156,0.887795,2.1212410880300876
rf,156,0.890595,1.732854998313379
gbm,156,0.891565,1.724235118450233
mlp,156,0.890685,1.7895555283160314
constant,157,0.88128,2.8291257965347554
ridge,157,0.88405,2.101172873862536
rf,157,0.90376,1.8006894030025595
gbm,157,0.913215,1.8385147108444773
mlp,157,0.919945,1.958987406277591
constant,158,0.91125,3.0365081310401454
ridge,158,0.90904,2.249138846451482
rf,158,0.89313,1.7450759997228058
gbm,158,0.89532,1.7427855603987576
mlp,158,0.8835,1.7537502541313557
constant,159,0.90213,2.9676158084347994
ridge,159,0.903535,2.2137010159101034
rf,159,0.88298,1.696604925628261
gbm,159,0.90351,1.7842463544227687
mlp,159,0.874585,1.712225500183075
constant,160,0.911365,3.0375206571664233
ridge,160,0.921195,2.3328980545537106
rf,160,0.894675,1.7528946136048624
gbm,160,0.913345,1.8392009381955197
mlp,160,0.89845,1.8311287206749849
constant,161,0.89381,2.9092209005526337
ridge,161,0.90577,2.2276661242179894
rf,161,0.899115,1.7751037886727432
gbm,161,0.89074,1.7196577993963413
mlp,161,0.888955,1.7808678719162079
constant,162,0.8972,2.931928091191777
ridge,162,0.897995,2.1800877338578823
rf,162,0.892335,1.7415552180829665
gbm,162,0.901005,1.77121343935114
mlp,162,0.901765,1.8495121948318836
constant,163,0.88926,2.879445497093881
ridge,163,0.88987,2.1327060306658407
rf,163,0.892805,1.743581530670074
gbm,163,0.911365,1.8278080420331342
mlp,163,0.915915,1.9324468603453857
constant,164,0.892495,2.9000382909020406
ridge,164,0.88797,2.1223188514518396
rf,164,0.91097,1.8421221452436103
gbm,164,0.90792,1.8094858890598937
mlp,164,0.882675,1.7496545011163933
constant,165,0.89596,2.923585419610749
ridge,165,0.892665,2.1488364136366433
rf,165,0.88694,1.7147675519140995
gbm,165,0.887815,1.705588528708529
mlp,165,0.889955,1.785751732710032
constant,166,0.923485,3.1359766536468205
ridge,166,0.90555,2.226167405789572
rf,166,0.924715,1.9240386913870844
gbm,166,0.926295,1.9201408296926037
mlp,166,0.921735,1.971033963628234
constant,167,0.8961,2.9245329277890395
ridge,167,0.886405,2.1137057192287436
rf,167,0.883585,1.6991659756305861
gbm,167,0.89479,1.7403158391507696
mlp,167,0.871155,1.6967513756740018
constant,168,0.877665,2.8072689968606612
ridge,168,0.91563,2.2943299173918983
rf,168,0.907565,1.822478181522772
gbm,168,0.90067,1.769613181608083
mlp,168,0.88817,1.776940591656903
constant,169,0.89034,2.8867403623180747
ridge,169,0.910405,2.25849847458446
rf,169,0.90229,1.7926043679722519
gbm,169,0.903145,1.7824527554191278
mlp,169,0.908705,1.8894490702763804
constant,170,0.921905,3.121865830300849
ridge,170,0.899585,2.1896387686493846
rf,170,0.8997,1.7784372438961729
gbm,170,0.90294,1.7813598863124078
mlp,170,0.883845,1.7556741951646988
constant,171,0.9014,2.962107551243591
ridge,171,0.895575,2.165464389762361
rf,171,0.890455,1.7320647849419744
gbm,171,0.88689,1.7015955623147234
mlp,171,0.884955,1.7615040010553302
constant,172,0.887555,2.8679264827493567
ridge,172,0.907715,2.240771361291548
rf,172,0.90887,1.829568309595796
gbm,172,0.900595,1.76920367815322
mlp,172,0.91787,1.9454282449474771
constant,173,0.910225,3.0282333870295126
ridge,173,0.879545,2.0761838346206654
rf,173,0.899585,1.7777975870106455
gbm,173,0.923255,1.9004714097783018
mlp,173,0.891025,1.7910983115145842
constant,174,0.91692,3.0820109592823615
ridge,174,0.904695,2.220887128471091
rf,174,0.913575,1.8572294479455442
gbm,174,0.911225,1.8269475580820562
mlp,174,0.925375,1.9956467596530267
constant,175,0.89458,2.914399182553896
ridge,175,0.917855,2.3098168428911023
rf,175,0.898555,1.771999324076777
gbm,175,0.891605,1.7245067452144462
mlp,175,0.897475,1.8255084193102735
constant,176,0.89752,2.934116174102578
ridge,176,0.895865,2.167184543105093
rf,176,0.909505,1.8333781635223305
gbm,176,0.895115,1.7417569953628427
mlp,176,0.888255,1.777327790016903
constant,177,0.893445,2.906983909300628
ridge,177,0.91227,2.27094204085728
rf,177,0.91994,1.894411186236853
gbm,177,0.90757,1.8077734798964746
mlp,177,0.89515,1.812902438357182
constant,178,0.92538,3.150130598189583
ridge,178,0.89762,2.177605460489667
rf,178,0.89086,1.7344035380188179
gbm,178,0.921875,1.8911883597316426
mlp,178,0.896185,1.8184865474019505
constant,179,0.9044,2.9835027245196097
ridge,179,0.902475,2.207383827081542
rf,179,0.90213,1.7917433457723384
gbm,179,0.91534,1.8517430082273423
mlp,179,0.915835,1.9320700651069302
constant,180,0.89597,2.9236670546083605
ridge,180,0.89418,2.158131753609718
rf,180,0.899875,1.779530435066345
gbm,180,0.897505,1.754330409931034
mlp,180,0.89199,1.7965550049411467
constant,181,0.879435,2.8173111782571896
ridge,181,0.89919,2.1873963865492465
rf,181,0.89506,1.754803736883928
gbm,181,0.89866,1.760005903485035
mlp,181,0.900595,1.842918154368272
constant,182,0.900135,2.953394758898124
ridge,182,0.903215,2.2116768502453743
rf,182,0.90191,1.7904552005305736
gbm,182,0.908735,1.8136858741306592
mlp,182,0.89585,1.8166228863975424
constant,183,0.913555,3.0543324093054514
ridge,183,0.91126,2.2642817009283314
rf,183,0.90702,1.819247966019365
gbm,183,0.89531,1.742771381864469
mlp,183,0.87983,1.7358121065149805
constant,184,0.90641,2.9987268396012308
ridge,184,0.89089,2.1387166968537192
rf,184,0.90699,1.8190148797816477
gbm,184,0.90683,1.8035357343204368
mlp,184,0.903,1.8567644644490027
constant,185,0.89498,2.9170858036669713
ridge,185,0.901235,2.2005783880239083
rf,185,0.880435,1.684781109765184
gbm,185,0.877215,1.6559386171067487
mlp,185,0.887325,1.7727388295569635
constant,186,0.894735,2.9155369085978737
ridge,186,0.91274,2.273944674944555
rf,186,0.892395,1.7419755603572595
gbm,186,0.898685,1.7601136338088623
mlp,186,0.90307,1.857151032034202
constant,187,0.90753,3.006012408305649
ridge,187,0.88298,2.0955394038663817
rf,187,0.914275,1.8610157950506383
gbm,187,0.89538,1.743109990062551
mlp,187,0.908515,1.8881963911853832
constant,188,0.90285,2.9731293862495356
ridge,188,0.88585,2.1109538055557793
rf,188,0.90322,1.798240704508646
gbm,188,0.911005,1.8258312743191616
mlp,188,0.902995,1.8567451345650214
constant,189,0.924495,3.143724953611515
ridge,189,0.91249,2.2723303465390683
rf,189,0.90465,1.806077847532845
gbm,189,0.911925,1.8314641935860436
mlp,189,0.93154,2.04056677587068
constant,190,0.89875,2.9424654311881087
ridge,190,0.88261,2.0934375559819647
rf,190,0.8829,1.6962262886769652
gbm,190,0.885275,1.6942855471900806
mlp,190,0.899355,1.8364036205209702
constant,191,0.899165,2.9455746291236515
ridge,191,0.91064,2.2599928848262176
rf,191,0.8989,1.7739757454037632
gbm,191,0.90102,1.7712883835057156
mlp,191,0.902265,1.8524340129719483
constant,192,0.88823,2.872198627437206
ridge,192,0.892145,2.145634491727698
rf,192,0.888475,1.722007202482281
gbm,192,0.88697,1.7018706515116242
mlp,192,0.887775,1.77481763737936
constant,193,0.90676,3.000972477625889
ridge,193,0.91153,2.2657752329491734
rf,193,0.902755,1.7954369581250869
gbm,193,0.9077,1.8083550300253595
mlp,193,0.903195,1.8578755140811023
constant,194,0.89747,2.933790580880011
ridge,194,0.902745,2.2086569666363083
rf,194,0.90243,1.7936432931392252
gbm,194,0.905585,1.7956464937556529
mlp,194,0.90523,1.8690515743523406
constant,195,0.889665,2.88226264465513
ridge,195,0.90051,2.1958433008832667
rf,195,0.889425,1.7270310479425255
gbm,195,0.890645,1.7192266368810536
mlp,195,0.8849,1.7612116909628486
constant,196,0.90873,3.016474551395997
ridge,196,0.90976,2.2538605001523386
rf,196,0.92045,1.8975956794846727
gbm,196,0.90461,1.7900710902815546
mlp,196,0.911425,1.905550841440184
constant,197,0.89667,2.9282094907506133
ridge,197,0.88443,2.1032117887285064
rf,197,0.90256,1.794316235678882
gbm,197,0.89281,1.7304579158159932
mlp,197,0.90414,1.862785384196766
constant,198,0.92999,3.191096407040633
ridge,198,0.92912,2.39218684725034
rf,198,0.923575,1.917131769922958
gbm,198,0.92247,1.8951520395542618
mlp,198,0.924615,1.9905923110353303
constant,199,0.893875,2.909793534064349
ridge,199,0.88963,2.1314184757428065
rf,199,0.901795,1.7896673411738253
gbm,199,0.91038,1.822483782191423
mlp,199,0.92203,1.9730950893412507
constant,200,0.90578,2.993488914642916
ridge,200,0.91424,2.2845410528973478
rf,200,0.90659,1.8171905857738344
gbm,200,0.906765,1.8030838739395034
mlp,200,0.912165,1.9100459721934098
constant,201,0.885495,2.856199568183137
ridge,201,0.87387,2.0481771381860394
rf,201,0.880835,1.6868880239404462
gbm,201,0.88571,1.6961914661073523
mlp,201,0.886635,1.7699401807619943
constant,202,0.89295,2.903326437875956
ridge,202,0.91043,2.2586129965471207
rf,202,0.9036,1.8000812495206104
gbm,202,0.921415,1.8882076280991182
mlp,202,0.899555,1.8372606580503423
constant,203,0.90715,3.0039500659704172
ridge,203,0.92377,2.3514128738331412
rf,203,0.918715,1.8867976547996188
gbm,203,0.928115,1.9324462166924594
mlp,203,0.91129,1.9048295487333178
constant,204,0.91472,3.0628311073932837
ridge,204,0.90212,2.205504635241802
rf,204,0.89506,1.7548226453158153
gbm,204,0.900995,1.7712018182630143
mlp,204,0.91624,1.9345935352077706
constant,205,0.908645,3.015553683744515
ridge,205,0.90006,2.1926142721626407
rf,205,0.88676,1.7140983721721694
gbm,205,0.882645,1.6805313427798516
mlp,205,0.88756,1.7738705001936708
constant,206,0.88733,2.8666750039881963
ridge,206,0.88262,2.0934997717824815
rf,206,0.89674,1.7631414562020986
gbm,206,0.893445,1.7333937091686706
mlp,206,0.91129,1.904813969895794
constant,207,0.895395,2.9198717596120733
ridge,207,0.904505,2.219454181745024
rf,207,0.91809,1.883119454601176
gbm,207,0.914885,1.8488231102232529
mlp,207,0.89423,1.80738297763011
constant,208,0.90773,3.00785219974383
ridge,208,0.88915,2.128641137039586
rf,208,0.86817,1.632017593223111
gbm,208,0.87005,1.6259913605092666
mlp,208,0.86847,1.6837303143481175
constant,209,0.90207,2.9672177633056718
ridge,209,0.931095,2.4075738406755876
rf,209,0.90465,1.8060795201224573
gbm,209,0.894145,1.7373538690554207
mlp,209,0.87327,1.70578881008988
constant,210,0.91292,3.048734612606455
ridge,210,0.913685,2.2810454304570724
rf,210,0.912645,1.8517675483186649
gbm,210,0.904415,1.7887587373583118
mlp,210,0.91139,1.9053408129357958
constant,211,0.891045,2.8911347517168213
ridge,211,0.88134,2.0860764048792584
rf,211,0.877235,1.6705864324211361
gbm,211,0.900425,1.7684644672959347
mlp,211,0.893195,1.8023488150090725
constant,212,0.89812,2.9383601375316717
ridge,212,0.893575,2.1540768551085105
rf,212,0.88951,1.7275002149309029
gbm,212,0.89272,1.7301630575253153
mlp,212,0.89218,1.7976020028292492
constant,213,0.902505,2.970027293176066
ridge,213,0.89952,2.1893054542228834
rf,213,0.89142,1.7370008600066562
gbm,213,0.89621,1.7476820373210176
mlp,213,0.89611,1.817780815299022
constant,214,0.894945,2.916700464439284
ridge,214,0.894595,2.16018482585051
rf,214,0.891045,1.7351852503314988
gbm,214,0.878545,1.6620678246055363
mlp,214,0.8949,1.8112373607295111
constant,215,0.88431,2.848297712336378
ridge,215,0.914585,2.286741751671512
rf,215,0.86837,1.6329430895178763
gbm,215,0.868045,1.6169325669431673
mlp,215,0.887315,1.7726566813805702
constant,216,0.889805,2.8831945233440663
ridge,216,0.89521,2.1634313123470483
rf,216,0.90402,1.8022307784488385
gbm,216,0.91514,1.850696376929682
mlp,216,0.91487,1.9264928864968072
constant,217,0.873325,2.780578749429141
ridge,217,0.88873,2.1261139506850784
rf,217,0.895865,1.7588490954462368
gbm,217,0.89686,1.7507846561162441
mlp,217,0.88371,1.7548631322531005
constant,218,0.897335,2.9330085029934025
ridge,218,0.88517,2.1071188968202965
rf,218,0.88887,1.7239958380291232
gbm,218,0.88642,1.699451381091477
mlp,218,0.893815,1.8051821141521691
constant,219,0.887415,2.8671490919959073
ridge,219,0.89761,2.177542713625556
rf,219,0.89077,1.733761165108068
gbm,219,0.89283,1.7305307975472948
mlp,219,0.89669,1.8213800691285744
constant,220,0.900835,2.9585561146907997
ridge,220,0.89191,2.14444208918699
rf,220,0.8905,1.7322693626776
gbm,220,0.908085,1.810595403753734
mlp,220,0.88065,1.739341911223904
constant,221,0.92258,3.1277270217285915
ridge,221,0.8905,2.136233157078454
rf,221,0.90832,1.8267933689331046
gbm,221,0.894945,1.7411362855196544
mlp,221,0.884325,1.7581486014401662
constant,222,0.90579,2.9935633792405305
ridge,222,0.89215,2.1456577542533832
rf,222,0.8926,1.7429454423036619
gbm,222,0.90067,1.7696476540179031
mlp,222,0.904065,1.8624007410903751
constant,223,0.925165,3.148859792508314
ridge,223,0.910125,2.2564739715387216
rf,223,0.88344,1.6984755220651853
gbm,223,0.883845,1.6862561919222954
mlp,223,0.88148,1.7433538115379617
constant,224,0.89884,2.9432208028603006
ridge,224,0.895575,2.1654451338214034
rf,224,0.89524,1.7558152038227155
gbm,224,0.90844,1.8120181486150273
mlp,224,0.91235,1.911178383796793
constant,225,0.913045,3.0499007485411767
ridge,225,0.911905,2.2684985630534076
rf,225,0.87787,1.6734977880135145
gbm,225,0.88621,1.6985491620143165
mlp,225,0.901065,1.8454321529328324
constant,226,0.90439,2.9834143757665
ridge,226,0.918065,2.3113323894389985
rf,226,0.9007,1.784016063434652
gbm,226,0.89176,1.7252567685693068
mlp,226,0.891075,1.7914917343725412
constant,227,0.87895,2.8142150582131906
ridge,227,0.890495,2.136144245977561
rf,227,0.893795,1.7485280812372914
gbm,227,0.883645,1.6851538341051886
mlp,227,0.884315,1.7580063216165005
constant,228,0.92451,3.1438071348178314
ridge,228,0.912585,2.2730659825151385
rf,228,0.90359,1.800049850201984
gbm,228,0.890205,1.7171349841144554
mlp,228,0.91009,1.8972988794187033
constant,229,0.90476,2.986330677358011
ridge,229,0.89372,2.1551907110506114
rf,229,0.890665,1.7331728446461065
gbm,229,0.901615,1.7744299608289844
mlp,229,0.897755,1.8269163783403979
constant,230,0.900595,2.9568526791205842
ridge,230,0.8985,2.1825514644587845
rf,230,0.928495,1.9489285067419142
gbm,230,0.92007,1.880457192969017
mlp,230,0.919885,1.9585515481381226
constant,231,0.907905,3.0095152343687337
ridge,231,0.9049,2.2219164091083843
rf,231,0.907675,1.823146849734459
gbm,231,0.899705,1.7647569810834547
mlp,231,0.886525,1.7694432592292364
constant,232,0.91056,3.03080717156846
ridge,232,0.898575,2.1831280322129665
rf,232,0.899265,1.7759818019125704
gbm,232,0.915455,1.8521378777216642
mlp,232,0.91383,1.9206177861779181
constant,233,0.892485,2.899939212664391
ridge,233,0.89584,2.167065580424872
rf,233,0.91233,1.849903831443814
gbm,233,0.90728,1.806127290209898
mlp,233,0.88822,1.7770617450055104
constant,234,0.922865,3.130349951985809
ridge,234,0.91687,2.302601172099928
rf,234,0.869665,1.6379169015987227
gbm,234,0.889685,1.7143364706902133
mlp,234,0.895135,1.8128582637659627
constant,235,0.8777,2.8074625229146486
ridge,235,0.897295,2.175781585997086
rf,235,0.90143,1.7874682846745127
gbm,235,0.901695,1.7751012450982326
mlp,235,0.90331,1.858488910545945
constant,236,0.897075,2.9309749221130614
ridge,236,0.910995,2.2626454260456064
rf,236,0.898195,1.7699640743575569
gbm,236,0.8983,1.7584178392516066
mlp,236,0.882605,1.7492952310279448
constant,237,0.889665,2.8822850459273672
ridge,237,0.92175,2.336339835472757
rf,237,0.9077,1.8234253105430227
gbm,237,0.91335,1.8392181820182743
mlp,237,0.9063,1.8751865476571044
constant,238,0.88546,2.8560694636429638
ridge,238,0.897945,2.1796876693023877
rf,238,0.876355,1.6669863131159346
gbm,238,0.879255,1.6649359398229437
mlp,238,0.905245,1.8691292953807952
constant,239,0.916565,3.078726855196736
ridge,239,0.89445,2.1595991563556822
rf,239,0.89408,1.749730411062077
gbm,239,0.899265,1.762404433224349
mlp,239,0.89172,1.7950810007743552
constant,240,0.88526,2.8547948782026893
ridge,240,0.892855,2.1499519391645276
rf,240,0.894645,1.7527443371482632
gbm,240,0.908785,1.8139317694304349
mlp,240,0.90566,1.8714281212872177
constant,241,0.887795,2.869325548924877
ridge,241,0.901835,2.2039182926807133
rf,241,0.925065,1.9263612736684739
gbm,241,0.917555,1.865224507043348
mlp,241,0.91502,1.9274407109730627
constant,242,0.896645,2.9280778052541425
ridge,242,0.90026,2.194321493821549
rf,242,0.91046,1.8385999873051542
gbm,242,0.910415,1.8227403504044846
mlp,242,0.88201,1.7460516647494737
constant,243,0.908995,3.0187053962728196
ridge,243,0.906535,2.232558072864895
rf,243,0.90474,1.806494700203693
gbm,243,0.913215,1.8385752160536935
mlp,243,0.907295,1.8809776372873663
constant,244,0.88449,2.849381397999605
ridge,244,0.904435,2.2190829249818735
rf,244,0.90334,1.7988585011927904
gbm,244,0.897995,1.7569118285022298
mlp,244,0.905795,1.872039465005993
constant,245,0.87932,2.816363900216637
ridge,245,0.893285,2.152082798637543
rf,245,0.886905,1.7145682120050776
gbm,245,0.896915,1.7511928779670347
mlp,245,0.906345,1.8755853634560438
constant,246,0.88544,2.855910746574213
ridge,246,0.89439,2.15917240337988
rf,246,0.900305,1.781848423719529
gbm,246,0.905265,1.7940649581294863
mlp,246,0.882845,1.7503983035619441
constant,247,0.89366,2.9082035316314663
ridge,247,0.912685,2.273520927667767
rf,247,0.914505,1.8622129379343157
gbm,247,0.927885,1.9312260441339082
mlp,247,0.91799,1.9459577387395086
constant,248,0.884905,2.8525673182991182
ridge,248,0.883535,2.0983532351417824
rf,248,0.886565,1.7132418858727252
gbm,248,0.896605,1.749678172087875
mlp,248,0.89822,1.8298313587580977
constant,249,0.906665,3.000535604286452
ridge,249,0.89508,2.162770933018084
rf,249,0.89258,1.7428919956190274
gbm,249,0.90939,1.8171327270745525
mlp,249,0.89028,1.7873492812917733
constant,250,0.90742,3.0055855022350046
ridge,250,0.89875,2.1842719264394375
rf,250,0.884925,1.7056713511829957
gbm,250,0.88297,1.6819036222509318
mlp,250,0.88783,1.775200381864334
